ko_id,pathway_id,pathway_name
K11016,map02044,Secretion system [BR:ko02044]
K11016,map02042,Bacterial toxins [BR:ko02042]
K11016,map03070,Bacterial secretion system [PATH:ko03070]
K12342,map02044,Secretion system [BR:ko02044]
K12342,map03070,Bacterial secretion system [PATH:ko03070]
K03194,map02044,Secretion system [BR:ko02044]
K03194,map03070,Bacterial secretion system [PATH:ko03070]
K03197,map05134,Legionellosis [PATH:ko05134]
K03197,map02044,Secretion system [BR:ko02044]
K03197,map03070,Bacterial secretion system [PATH:ko03070]
K03198,map02044,Secretion system [BR:ko02044]
K03198,map03070,Bacterial secretion system [PATH:ko03070]
K03200,map02044,Secretion system [BR:ko02044]
K03200,map03070,Bacterial secretion system [PATH:ko03070]
K03202,map02044,Secretion system [BR:ko02044]
K03202,map03070,Bacterial secretion system [PATH:ko03070]
K03204,map02044,Secretion system [BR:ko02044]
K03204,map03070,Bacterial secretion system [PATH:ko03070]
K03201,map02044,Secretion system [BR:ko02044]
K03201,map03070,Bacterial secretion system [PATH:ko03070]
K03203,map02044,Secretion system [BR:ko02044]
K03203,map03070,Bacterial secretion system [PATH:ko03070]
K03195,map02044,Secretion system [BR:ko02044]
K03195,map03070,Bacterial secretion system [PATH:ko03070]
K03199,map02044,Secretion system [BR:ko02044]
K03199,map03070,Bacterial secretion system [PATH:ko03070]
K03196,map05120,Epithelial cell signaling in Helicobacter pylori infection [PATH:ko05120]
K03196,map02044,Secretion system [BR:ko02044]
K03196,map03070,Bacterial secretion system [PATH:ko03070]
K03205,map02044,Secretion system [BR:ko02044]
K03205,map03070,Bacterial secretion system [PATH:ko03070]
K11904,map02044,Secretion system [BR:ko02044]
K11904,map03070,Bacterial secretion system [PATH:ko03070]
K11903,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K11903,map02044,Secretion system [BR:ko02044]
K11903,map03070,Bacterial secretion system [PATH:ko03070]
K11906,map02044,Secretion system [BR:ko02044]
K11906,map03070,Bacterial secretion system [PATH:ko03070]
K11891,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K11891,map02044,Secretion system [BR:ko02044]
K11891,map03070,Bacterial secretion system [PATH:ko03070]
K11892,map02044,Secretion system [BR:ko02044]
K11892,map03070,Bacterial secretion system [PATH:ko03070]
K11907,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K11907,map02044,Secretion system [BR:ko02044]
K11907,map03070,Bacterial secretion system [PATH:ko03070]
K11912,map01001,Protein kinases [BR:ko01001]
K11912,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K11912,map02044,Secretion system [BR:ko02044]
K11912,map03070,Bacterial secretion system [PATH:ko03070]
K11913,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K11913,map02044,Secretion system [BR:ko02044]
K11913,map03070,Bacterial secretion system [PATH:ko03070]
K11915,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K11915,map02044,Secretion system [BR:ko02044]
K11915,map03070,Bacterial secretion system [PATH:ko03070]
K07636,map02020,Two-component system [PATH:ko02020]
K07636,map01001,Protein kinases [BR:ko01001]
K07636,map02022,Two-component system [BR:ko02022]
K07657,map02020,Two-component system [PATH:ko02020]
K07657,map02022,Two-component system [BR:ko02022]
K07658,map02020,Two-component system [PATH:ko02020]
K07658,map02022,Two-component system [BR:ko02022]
K07768,map02020,Two-component system [PATH:ko02020]
K07768,map01001,Protein kinases [BR:ko01001]
K07768,map02022,Two-component system [BR:ko02022]
K07776,map02020,Two-component system [PATH:ko02020]
K07776,map02022,Two-component system [BR:ko02022]
K07637,map01001,Protein kinases [BR:ko01001]
K07637,map02020,Two-component system [PATH:ko02020]
K07637,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
K07637,map02022,Two-component system [BR:ko02022]
K07637,map01504,Antimicrobial resistance genes [BR:ko01504]
K07660,map02020,Two-component system [PATH:ko02020]
K07660,map02022,Two-component system [BR:ko02022]
K07660,map01504,Antimicrobial resistance genes [BR:ko01504]
K07660,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
K07790,map02020,Two-component system [PATH:ko02020]
K07638,map02020,Two-component system [PATH:ko02020]
K07638,map01001,Protein kinases [BR:ko01001]
K07638,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K07638,map02022,Two-component system [BR:ko02022]
K07659,map02020,Two-component system [PATH:ko02020]
K07659,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K07659,map02022,Two-component system [BR:ko02022]
K09475,map01501,beta-Lactam resistance [PATH:ko01501]
K09475,map02020,Two-component system [PATH:ko02020]
K09475,map02000,Transporters [BR:ko02000]
K09476,map01501,beta-Lactam resistance [PATH:ko01501]
K09476,map02020,Two-component system [PATH:ko02020]
K09476,map02000,Transporters [BR:ko02000]
K09476,map01504,Antimicrobial resistance genes [BR:ko01504]
K07640,map02020,Two-component system [PATH:ko02020]
K07640,map01001,Protein kinases [BR:ko01001]
K07640,map02022,Two-component system [BR:ko02022]
K07640,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
K07662,map02020,Two-component system [PATH:ko02020]
K07662,map02022,Two-component system [BR:ko02022]
K07662,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
K07639,map02020,Two-component system [PATH:ko02020]
K07639,map01001,Protein kinases [BR:ko01001]
K07639,map02022,Two-component system [BR:ko02022]
K07661,map02020,Two-component system [PATH:ko02020]
K07661,map02022,Two-component system [BR:ko02022]
K07770,map02020,Two-component system [PATH:ko02020]
K07770,map02022,Two-component system [BR:ko02022]
K04771,map02020,Two-component system [PATH:ko02020]
K04771,map03110,Chaperones and folding catalysts [BR:ko03110]
K04771,map01002,Peptidases and inhibitors [BR:ko01002]
K04771,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
K07641,map02020,Two-component system [PATH:ko02020]
K07641,map01001,Protein kinases [BR:ko01001]
K07641,map02022,Two-component system [BR:ko02022]
K07663,map02020,Two-component system [PATH:ko02020]
K07663,map02022,Two-component system [BR:ko02022]
K07642,map02020,Two-component system [PATH:ko02020]
K07642,map01001,Protein kinases [BR:ko01001]
K07642,map02022,Two-component system [BR:ko02022]
K07664,map02020,Two-component system [PATH:ko02020]
K07664,map02022,Two-component system [BR:ko02022]
K07799,map02020,Two-component system [PATH:ko02020]
K07799,map02000,Transporters [BR:ko02000]
K07788,map02020,Two-component system [PATH:ko02020]
K07788,map02000,Transporters [BR:ko02000]
K07789,map02020,Two-component system [PATH:ko02020]
K07789,map02000,Transporters [BR:ko02000]
K18326,map02020,Two-component system [PATH:ko02020]
K18326,map02000,Transporters [BR:ko02000]
K18321,map02020,Two-component system [PATH:ko02020]
K18321,map02000,Transporters [BR:ko02000]
K18322,map02020,Two-component system [PATH:ko02020]
K18322,map02000,Transporters [BR:ko02000]
K18324,map02020,Two-component system [PATH:ko02020]
K18324,map02000,Transporters [BR:ko02000]
K07643,map02020,Two-component system [PATH:ko02020]
K07643,map01001,Protein kinases [BR:ko01001]
K07643,map02022,Two-component system [BR:ko02022]
K07643,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
K07771,map02020,Two-component system [PATH:ko02020]
K07771,map02022,Two-component system [BR:ko02022]
K07771,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
K07644,map02020,Two-component system [PATH:ko02020]
K07644,map01001,Protein kinases [BR:ko01001]
K07644,map02022,Two-component system [BR:ko02022]
K07644,map01504,Antimicrobial resistance genes [BR:ko01504]
K07665,map02020,Two-component system [PATH:ko02020]
K07665,map02022,Two-component system [BR:ko02022]
K07665,map01504,Antimicrobial resistance genes [BR:ko01504]
K07810,map02020,Two-component system [PATH:ko02020]
K07798,map02020,Two-component system [PATH:ko02020]
K07798,map02000,Transporters [BR:ko02000]
K07787,map02020,Two-component system [PATH:ko02020]
K07787,map02000,Transporters [BR:ko02000]
K07645,map02020,Two-component system [PATH:ko02020]
K07645,map01001,Protein kinases [BR:ko01001]
K07645,map02022,Two-component system [BR:ko02022]
K07645,map02024,Quorum sensing [PATH:ko02024]
K07666,map02020,Two-component system [PATH:ko02020]
K07666,map02022,Two-component system [BR:ko02022]
K07666,map02024,Quorum sensing [PATH:ko02024]
K02403,map02040,Flagellar assembly [PATH:ko02040]
K02403,map02035,Bacterial motility proteins [BR:ko02035]
K02403,map02024,Quorum sensing [PATH:ko02024]
K02403,map02020,Two-component system [PATH:ko02020]
K02403,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K02402,map02040,Flagellar assembly [PATH:ko02040]
K02402,map02035,Bacterial motility proteins [BR:ko02035]
K02402,map02024,Quorum sensing [PATH:ko02024]
K02402,map02020,Two-component system [PATH:ko02020]
K02402,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K02406,map02040,Flagellar assembly [PATH:ko02040]
K02406,map02035,Bacterial motility proteins [BR:ko02035]
K02406,map05132,Salmonella infection [PATH:ko05132]
K02406,map04626,Plant-pathogen interaction [PATH:ko04626]
K02406,map05131,Shigellosis [PATH:ko05131]
K02406,map02020,Two-component system [PATH:ko02020]
K02406,map04621,NOD-like receptor signaling pathway [PATH:ko04621]
K02406,map05134,Legionellosis [PATH:ko05134]
K02405,map02040,Flagellar assembly [PATH:ko02040]
K02405,map03021,Transcription machinery [BR:ko03021]
K02405,map02035,Bacterial motility proteins [BR:ko02035]
K02405,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111]
K02405,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K02405,map02020,Two-component system [PATH:ko02020]
K02405,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K02556,map02030,Bacterial chemotaxis [PATH:ko02030]
K02556,map02040,Flagellar assembly [PATH:ko02040]
K02556,map02035,Bacterial motility proteins [BR:ko02035]
K02556,map02000,Transporters [BR:ko02000]
K02556,map02020,Two-component system [PATH:ko02020]
K07646,map02020,Two-component system [PATH:ko02020]
K07646,map01001,Protein kinases [BR:ko01001]
K07646,map02022,Two-component system [BR:ko02022]
K07667,map02020,Two-component system [PATH:ko02020]
K07667,map02022,Two-component system [BR:ko02022]
K07667,map02024,Quorum sensing [PATH:ko02024]
K01546,map02020,Two-component system [PATH:ko02020]
K01547,map02020,Two-component system [PATH:ko02020]
K01548,map02020,Two-component system [PATH:ko02020]
K07647,map02020,Two-component system [PATH:ko02020]
K07647,map01001,Protein kinases [BR:ko01001]
K07647,map02022,Two-component system [BR:ko02022]
K07772,map02020,Two-component system [PATH:ko02020]
K07772,map02022,Two-component system [BR:ko02022]
K07648,map02020,Two-component system [PATH:ko02020]
K07648,map01001,Protein kinases [BR:ko01001]
K07648,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K07648,map02022,Two-component system [BR:ko02022]
K07773,map02020,Two-component system [PATH:ko02020]
K07773,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K07773,map02022,Two-component system [BR:ko02022]
K07649,map02020,Two-component system [PATH:ko02020]
K07649,map01001,Protein kinases [BR:ko01001]
K07649,map02022,Two-component system [BR:ko02022]
K07774,map02020,Two-component system [PATH:ko02020]
K07774,map02022,Two-component system [BR:ko02022]
K07793,map02020,Two-component system [PATH:ko02020]
K07793,map02000,Transporters [BR:ko02000]
K07794,map02020,Two-component system [PATH:ko02020]
K07794,map02000,Transporters [BR:ko02000]
K07795,map02020,Two-component system [PATH:ko02020]
K07795,map02000,Transporters [BR:ko02000]
K07651,map02020,Two-component system [PATH:ko02020]
K07651,map01001,Protein kinases [BR:ko01001]
K07651,map02022,Two-component system [BR:ko02022]
K07775,map02020,Two-component system [PATH:ko02020]
K07775,map02022,Two-component system [BR:ko02022]
K07652,map02020,Two-component system [PATH:ko02020]
K07652,map01001,Protein kinases [BR:ko01001]
K07652,map02022,Two-component system [BR:ko02022]
K07668,map02020,Two-component system [PATH:ko02020]
K07668,map02022,Two-component system [BR:ko02022]
K07653,map02020,Two-component system [PATH:ko02020]
K07653,map01001,Protein kinases [BR:ko01001]
K07653,map02022,Two-component system [BR:ko02022]
K07669,map02020,Two-component system [PATH:ko02020]
K07669,map02022,Two-component system [BR:ko02022]
K08372,map02020,Two-component system [PATH:ko02020]
K08372,map01002,Peptidases and inhibitors [BR:ko01002]
K07654,map02020,Two-component system [PATH:ko02020]
K07654,map01001,Protein kinases [BR:ko01001]
K07654,map02022,Two-component system [BR:ko02022]
K07670,map02020,Two-component system [PATH:ko02020]
K07670,map02022,Two-component system [BR:ko02022]
K02313,map03036,Chromosome and associated proteins [BR:ko03036]
K02313,map02020,Two-component system [PATH:ko02020]
K02313,map03032,DNA replication proteins [BR:ko03032]
K02313,map04112,Cell cycle - Caulobacter [PATH:ko04112]
K07655,map02020,Two-component system [PATH:ko02020]
K07655,map01001,Protein kinases [BR:ko01001]
K07655,map02022,Two-component system [BR:ko02022]
K07671,map02020,Two-component system [PATH:ko02020]
K07671,map02022,Two-component system [BR:ko02022]
K07656,map02020,Two-component system [PATH:ko02020]
K07656,map01001,Protein kinases [BR:ko01001]
K07656,map02022,Two-component system [BR:ko02022]
K07672,map02020,Two-component system [PATH:ko02020]
K07672,map02022,Two-component system [BR:ko02022]
K11328,map02020,Two-component system [PATH:ko02020]
K11328,map01001,Protein kinases [BR:ko01001]
K11328,map02022,Two-component system [BR:ko02022]
K11330,map02020,Two-component system [PATH:ko02020]
K11330,map02022,Two-component system [BR:ko02022]
K11326,map02020,Two-component system [PATH:ko02020]
K11326,map02000,Transporters [BR:ko02000]
K07785,map02020,Two-component system [PATH:ko02020]
K07785,map02000,Transporters [BR:ko02000]
K11520,map02020,Two-component system [PATH:ko02020]
K11520,map01001,Protein kinases [BR:ko01001]
K11520,map02022,Two-component system [BR:ko02022]
K11521,map02020,Two-component system [PATH:ko02020]
K11521,map02022,Two-component system [BR:ko02022]
K07769,map02020,Two-component system [PATH:ko02020]
K07769,map01001,Protein kinases [BR:ko01001]
K07769,map02022,Two-component system [BR:ko02022]
K11332,map02020,Two-component system [PATH:ko02020]
K11332,map02022,Two-component system [BR:ko02022]
K08479,map02020,Two-component system [PATH:ko02020]
K08479,map01001,Protein kinases [BR:ko01001]
K08479,map02022,Two-component system [BR:ko02022]
K10697,map02020,Two-component system [PATH:ko02020]
K10697,map02022,Two-component system [BR:ko02022]
K11329,map02020,Two-component system [PATH:ko02020]
K11329,map02022,Two-component system [BR:ko02022]
K10681,map02020,Two-component system [PATH:ko02020]
K10681,map01001,Protein kinases [BR:ko01001]
K10681,map02022,Two-component system [BR:ko02022]
K10682,map02020,Two-component system [PATH:ko02020]
K10682,map02022,Two-component system [BR:ko02022]
K19082,map02020,Two-component system [PATH:ko02020]
K19082,map02022,Two-component system [BR:ko02022]
K14205,map02020,Two-component system [PATH:ko02020]
K14205,map05150,Staphylococcus aureus infection [PATH:ko05150]
K14205,map01504,Antimicrobial resistance genes [BR:ko01504]
K14205,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
K11633,map02020,Two-component system [PATH:ko02020]
K11633,map01001,Protein kinases [BR:ko01001]
K11633,map02022,Two-component system [BR:ko02022]
K11634,map02020,Two-component system [PATH:ko02020]
K11634,map02022,Two-component system [BR:ko02022]
K11635,map02020,Two-component system [PATH:ko02020]
K11635,map02000,Transporters [BR:ko02000]
K14980,map02020,Two-component system [PATH:ko02020]
K14980,map01001,Protein kinases [BR:ko01001]
K14980,map02022,Two-component system [BR:ko02022]
K14981,map02020,Two-component system [PATH:ko02020]
K14981,map02022,Two-component system [BR:ko02022]
K14982,map02020,Two-component system [PATH:ko02020]
K14982,map01001,Protein kinases [BR:ko01001]
K14982,map02022,Two-component system [BR:ko02022]
K14982,map02024,Quorum sensing [PATH:ko02024]
K14983,map02020,Two-component system [PATH:ko02020]
K14983,map02022,Two-component system [BR:ko02022]
K14983,map02024,Quorum sensing [PATH:ko02024]
K18072,map01001,Protein kinases [BR:ko01001]
K18072,map02020,Two-component system [PATH:ko02020]
K18072,map02022,Two-component system [BR:ko02022]
K18072,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
K18072,map01501,beta-Lactam resistance [PATH:ko01501]
K18072,map01504,Antimicrobial resistance genes [BR:ko01504]
K18073,map02020,Two-component system [PATH:ko02020]
K18073,map02022,Two-component system [BR:ko02022]
K18073,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]
K18073,map01501,beta-Lactam resistance [PATH:ko01501]
K18073,map01504,Antimicrobial resistance genes [BR:ko01504]
K18093,map01501,beta-Lactam resistance [PATH:ko01501]
K18093,map02020,Two-component system [PATH:ko02020]
K18093,map02000,Transporters [BR:ko02000]
K18093,map01504,Antimicrobial resistance genes [BR:ko01504]
K18094,map01501,beta-Lactam resistance [PATH:ko01501]
K18094,map02020,Two-component system [PATH:ko02020]
K18094,map02000,Transporters [BR:ko02000]
K18094,map01504,Antimicrobial resistance genes [BR:ko01504]
K18095,map01501,beta-Lactam resistance [PATH:ko01501]
K18095,map02020,Two-component system [PATH:ko02020]
K18095,map02000,Transporters [BR:ko02000]
K18095,map01504,Antimicrobial resistance genes [BR:ko01504]
K18345,map01001,Protein kinases [BR:ko01001]
K18345,map02020,Two-component system [PATH:ko02020]
K18345,map01502,Vancomycin resistance [PATH:ko01502]
K18345,map02022,Two-component system [BR:ko02022]
K18345,map01504,Antimicrobial resistance genes [BR:ko01504]
K18350,map01001,Protein kinases [BR:ko01001]
K18350,map02020,Two-component system [PATH:ko02020]
K18350,map01502,Vancomycin resistance [PATH:ko01502]
K18350,map02022,Two-component system [BR:ko02022]
K18350,map01504,Antimicrobial resistance genes [BR:ko01504]
K18351,map01001,Protein kinases [BR:ko01001]
K18351,map02020,Two-component system [PATH:ko02020]
K18351,map01502,Vancomycin resistance [PATH:ko01502]
K18351,map02022,Two-component system [BR:ko02022]
K18351,map01504,Antimicrobial resistance genes [BR:ko01504]
K18344,map02020,Two-component system [PATH:ko02020]
K18344,map02022,Two-component system [BR:ko02022]
K18344,map01504,Antimicrobial resistance genes [BR:ko01504]
K18344,map01502,Vancomycin resistance [PATH:ko01502]
K18349,map02020,Two-component system [PATH:ko02020]
K18349,map02022,Two-component system [BR:ko02022]
K18349,map01504,Antimicrobial resistance genes [BR:ko01504]
K18349,map01502,Vancomycin resistance [PATH:ko01502]
K18352,map02020,Two-component system [PATH:ko02020]
K18352,map02022,Two-component system [BR:ko02022]
K18352,map01504,Antimicrobial resistance genes [BR:ko01504]
K18352,map01502,Vancomycin resistance [PATH:ko01502]
K15739,map02020,Two-component system [PATH:ko02020]
K15739,map01504,Antimicrobial resistance genes [BR:ko01504]
K15739,map01502,Vancomycin resistance [PATH:ko01502]
K18347,map02020,Two-component system [PATH:ko02020]
K18347,map01504,Antimicrobial resistance genes [BR:ko01504]
K18347,map01502,Vancomycin resistance [PATH:ko01502]
K08641,map01002,Peptidases and inhibitors [BR:ko01002]
K08641,map02020,Two-component system [PATH:ko02020]
K08641,map01011,Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]
K08641,map01502,Vancomycin resistance [PATH:ko01502]
K08641,map01504,Antimicrobial resistance genes [BR:ko01504]
K18346,map02020,Two-component system [PATH:ko02020]
K18346,map01504,Antimicrobial resistance genes [BR:ko01504]
K18346,map01502,Vancomycin resistance [PATH:ko01502]
K18353,map02020,Two-component system [PATH:ko02020]
K18353,map01504,Antimicrobial resistance genes [BR:ko01504]
K18353,map01502,Vancomycin resistance [PATH:ko01502]
K18348,map02020,Two-component system [PATH:ko02020]
K18348,map01504,Antimicrobial resistance genes [BR:ko01504]
K18348,map01502,Vancomycin resistance [PATH:ko01502]
K18940,map02020,Two-component system [PATH:ko02020]
K18940,map01001,Protein kinases [BR:ko01001]
K18940,map02022,Two-component system [BR:ko02022]
K18941,map02020,Two-component system [PATH:ko02020]
K18941,map02022,Two-component system [BR:ko02022]
K18986,map02020,Two-component system [PATH:ko02020]
K18986,map01001,Protein kinases [BR:ko01001]
K18986,map02022,Two-component system [BR:ko02022]
K18987,map02020,Two-component system [PATH:ko02020]
K18987,map02022,Two-component system [BR:ko02022]
K19609,map02020,Two-component system [PATH:ko02020]
K19609,map01001,Protein kinases [BR:ko01001]
K19609,map02022,Two-component system [BR:ko02022]
K19610,map02020,Two-component system [PATH:ko02020]
K19610,map02022,Two-component system [BR:ko02022]
K19611,map02020,Two-component system [PATH:ko02020]
K19611,map02000,Transporters [BR:ko02000]
K20487,map02020,Two-component system [PATH:ko02020]
K20487,map01001,Protein kinases [BR:ko01001]
K20487,map02022,Two-component system [BR:ko02022]
K20487,map02024,Quorum sensing [PATH:ko02024]
K20488,map02020,Two-component system [PATH:ko02020]
K20488,map02022,Two-component system [BR:ko02022]
K20488,map02024,Quorum sensing [PATH:ko02024]
K20483,map02020,Two-component system [PATH:ko02020]
K20483,map02024,Quorum sensing [PATH:ko02024]
K20484,map02020,Two-component system [PATH:ko02020]
K20484,map02024,Quorum sensing [PATH:ko02024]
K20486,map02020,Two-component system [PATH:ko02020]
K20486,map01002,Peptidases and inhibitors [BR:ko01002]
K20486,map02024,Quorum sensing [PATH:ko02024]
K02491,map02020,Two-component system [PATH:ko02020]
K02491,map01001,Protein kinases [BR:ko01001]
K02491,map02022,Two-component system [BR:ko02022]
K07697,map02020,Two-component system [PATH:ko02020]
K07697,map01001,Protein kinases [BR:ko01001]
K07697,map02022,Two-component system [BR:ko02022]
K07698,map02020,Two-component system [PATH:ko02020]
K07698,map01001,Protein kinases [BR:ko01001]
K07698,map02022,Two-component system [BR:ko02022]
K13532,map02020,Two-component system [PATH:ko02020]
K13532,map01001,Protein kinases [BR:ko01001]
K13532,map02022,Two-component system [BR:ko02022]
K13533,map02020,Two-component system [PATH:ko02020]
K13533,map01001,Protein kinases [BR:ko01001]
K13533,map02022,Two-component system [BR:ko02022]
K02490,map02020,Two-component system [PATH:ko02020]
K02490,map02022,Two-component system [BR:ko02022]
K02490,map02024,Quorum sensing [PATH:ko02024]
K07699,map02020,Two-component system [PATH:ko02020]
K07699,map02022,Two-component system [BR:ko02022]
K07699,map02024,Quorum sensing [PATH:ko02024]
K07700,map02020,Two-component system [PATH:ko02020]
K07700,map01001,Protein kinases [BR:ko01001]
K07700,map02022,Two-component system [BR:ko02022]
K07702,map02020,Two-component system [PATH:ko02020]
K07702,map02022,Two-component system [BR:ko02022]
K01910,map02020,Two-component system [PATH:ko02020]
K01646,map02020,Two-component system [PATH:ko02020]
K01644,map02020,Two-component system [PATH:ko02020]
K01643,map02020,Two-component system [PATH:ko02020]
K05964,map02020,Two-component system [PATH:ko02020]
K05966,map02020,Two-component system [PATH:ko02020]
K09477,map02020,Two-component system [PATH:ko02020]
K09477,map02000,Transporters [BR:ko02000]
K11637,map02020,Two-component system [PATH:ko02020]
K11637,map01001,Protein kinases [BR:ko01001]
K11637,map02022,Two-component system [BR:ko02022]
K07701,map02020,Two-component system [PATH:ko02020]
K07701,map01001,Protein kinases [BR:ko01001]
K07701,map02022,Two-component system [BR:ko02022]
K07792,map02020,Two-component system [PATH:ko02020]
K07792,map02000,Transporters [BR:ko02000]
K11691,map02020,Two-component system [PATH:ko02020]
K11691,map01001,Protein kinases [BR:ko01001]
K11691,map02022,Two-component system [BR:ko02022]
K11692,map02020,Two-component system [PATH:ko02020]
K11692,map02022,Two-component system [BR:ko02022]
K11615,map02020,Two-component system [PATH:ko02020]
K11615,map02022,Two-component system [BR:ko02022]
K11616,map02020,Two-component system [PATH:ko02020]
K07704,map02020,Two-component system [PATH:ko02020]
K07704,map01001,Protein kinases [BR:ko01001]
K07704,map02022,Two-component system [BR:ko02022]
K07705,map02020,Two-component system [PATH:ko02020]
K07705,map02022,Two-component system [BR:ko02022]
K05339,map02020,Two-component system [PATH:ko02020]
K08082,map02020,Two-component system [PATH:ko02020]
K08082,map01001,Protein kinases [BR:ko01001]
K08082,map02022,Two-component system [BR:ko02022]
K08083,map02020,Two-component system [PATH:ko02020]
K08083,map02022,Two-component system [BR:ko02022]
K07813,map02020,Two-component system [PATH:ko02020]
K07813,map01002,Peptidases and inhibitors [BR:ko01002]
K07813,map02024,Quorum sensing [PATH:ko02024]
K07706,map02020,Two-component system [PATH:ko02020]
K07706,map01001,Protein kinases [BR:ko01001]
K07706,map02022,Two-component system [BR:ko02022]
K07706,map02024,Quorum sensing [PATH:ko02024]
K23676,map02020,Two-component system [PATH:ko02020]
K23676,map02000,Transporters [BR:ko02000]
K08177,map02020,Two-component system [PATH:ko02020]
K08177,map02000,Transporters [BR:ko02000]
K07673,map02020,Two-component system [PATH:ko02020]
K07673,map01001,Protein kinases [BR:ko01001]
K07673,map02022,Two-component system [BR:ko02022]
K07684,map02020,Two-component system [PATH:ko02020]
K07684,map02022,Two-component system [BR:ko02022]
K07674,map02020,Two-component system [PATH:ko02020]
K07674,map01001,Protein kinases [BR:ko01001]
K07674,map02022,Two-component system [BR:ko02022]
K07685,map02020,Two-component system [PATH:ko02020]
K07685,map02022,Two-component system [BR:ko02022]
K00373,map02020,Two-component system [PATH:ko02020]
K08348,map02020,Two-component system [PATH:ko02020]
K08348,map02000,Transporters [BR:ko02000]
K07783,map02020,Two-component system [PATH:ko02020]
K07783,map02000,Transporters [BR:ko02000]
K07675,map02020,Two-component system [PATH:ko02020]
K07675,map01001,Protein kinases [BR:ko01001]
K07675,map02022,Two-component system [BR:ko02022]
K07686,map02020,Two-component system [PATH:ko02020]
K07686,map02022,Two-component system [BR:ko02022]
K07784,map02020,Two-component system [PATH:ko02020]
K07784,map02000,Transporters [BR:ko02000]
K20263,map02020,Two-component system [PATH:ko02020]
K20263,map01001,Protein kinases [BR:ko01001]
K20263,map02022,Two-component system [BR:ko02022]
K20263,map02024,Quorum sensing [PATH:ko02024]
K20264,map02020,Two-component system [PATH:ko02020]
K20264,map02022,Two-component system [BR:ko02022]
K20264,map02024,Quorum sensing [PATH:ko02024]
K07677,map02020,Two-component system [PATH:ko02020]
K07677,map01001,Protein kinases [BR:ko01001]
K07677,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K07677,map02022,Two-component system [BR:ko02022]
K07687,map02020,Two-component system [PATH:ko02020]
K07687,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K07687,map02022,Two-component system [BR:ko02022]
K07678,map01001,Protein kinases [BR:ko01001]
K07678,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111]
K07678,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K07678,map02020,Two-component system [PATH:ko02020]
K07678,map02022,Two-component system [BR:ko02022]
K07678,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K07689,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111]
K07689,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K07689,map02020,Two-component system [PATH:ko02020]
K07689,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K07689,map02022,Two-component system [BR:ko02022]
K07782,map03000,Transcription factors [BR:ko03000]
K07782,map02020,Two-component system [PATH:ko02020]
K07782,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K07782,map02024,Quorum sensing [PATH:ko02024]
K03563,map05111,Biofilm formation - Vibrio cholerae [PATH:ko05111]
K03563,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025]
K03563,map02020,Two-component system [PATH:ko02020]
K03563,map02026,Biofilm formation - Escherichia coli [PATH:ko02026]
K03563,map03019,Messenger RNA biogenesis [BR:ko03019]
K07680,map02020,Two-component system [PATH:ko02020]
K07680,map01001,Protein kinases [BR:ko01001]
K07680,map02022,Two-component system [BR:ko02022]
K07680,map02024,Quorum sensing [PATH:ko02024]
K07691,map02020,Two-component system [PATH:ko02020]
