biosample_id,pathway_id,pathway_name,expr_sum
nmdc:bsm-11-cwey4y35,map00380,Tryptophan metabolism [PATH:ko00380],43320
nmdc:bsm-11-cwey4y35,map00400,"Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",14544
nmdc:bsm-11-cwey4y35,map00401,Novobiocin biosynthesis [PATH:ko00401],6066
nmdc:bsm-11-cwey4y35,map00404,Staurosporine biosynthesis [PATH:ko00404],66
nmdc:bsm-11-cwey4y35,map00405,Phenazine biosynthesis [PATH:ko00405],681
nmdc:bsm-11-cwey4y35,map00410,beta-Alanine metabolism [PATH:ko00410],16891
nmdc:bsm-11-cwey4y35,map00430,Taurine and hypotaurine metabolism [PATH:ko00430],17245
nmdc:bsm-11-cwey4y35,map00440,Phosphonate and phosphinate metabolism [PATH:ko00440],522
nmdc:bsm-11-cwey4y35,map00450,Selenocompound metabolism [PATH:ko00450],30790
nmdc:bsm-11-cwey4y35,map00460,Cyanoamino acid metabolism [PATH:ko00460],8048
nmdc:bsm-11-cwey4y35,map00470,D-Amino acid metabolism [PATH:ko00470],5350
nmdc:bsm-11-cwey4y35,map00480,Glutathione metabolism [PATH:ko00480],29287
nmdc:bsm-11-cwey4y35,map00500,Starch and sucrose metabolism [PATH:ko00500],32104
nmdc:bsm-11-cwey4y35,map00510,N-Glycan biosynthesis [PATH:ko00510],2030
nmdc:bsm-11-cwey4y35,map00511,Other glycan degradation [PATH:ko00511],4241
nmdc:bsm-11-cwey4y35,map00512,Mucin type O-glycan biosynthesis [PATH:ko00512],27
nmdc:bsm-11-cwey4y35,map00513,Various types of N-glycan biosynthesis [PATH:ko00513],950
nmdc:bsm-11-cwey4y35,map00514,Other types of O-glycan biosynthesis [PATH:ko00514],804
nmdc:bsm-11-cwey4y35,map00515,Mannose type O-glycan biosynthesis [PATH:ko00515],240
nmdc:bsm-11-cwey4y35,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],34935
nmdc:bsm-11-cwey4y35,map00521,Streptomycin biosynthesis [PATH:ko00521],9940
nmdc:bsm-11-cwey4y35,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",3
nmdc:bsm-11-cwey4y35,map00523,Polyketide sugar unit biosynthesis [PATH:ko00523],3200
nmdc:bsm-11-cwey4y35,map00524,"Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]",1209
nmdc:bsm-11-cwey4y35,map00525,Acarbose and validamycin biosynthesis [PATH:ko00525],1843
nmdc:bsm-11-cwey4y35,map00531,Glycosaminoglycan degradation [PATH:ko00531],1395
nmdc:bsm-11-cwey4y35,map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin [PATH:ko00534],12
nmdc:bsm-11-cwey4y35,map00535,Proteoglycans [BR:ko00535],44
nmdc:bsm-11-cwey4y35,map00536,Glycosaminoglycan binding proteins [BR:ko00536],1640
nmdc:bsm-11-cwey4y35,map00537,Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537],1525
nmdc:bsm-11-cwey4y35,map00540,Lipopolysaccharide biosynthesis [PATH:ko00540],6199
nmdc:bsm-11-cwey4y35,map00541,Biosynthesis of various nucleotide sugars [PATH:ko00541],17311
nmdc:bsm-11-cwey4y35,map00542,O-Antigen repeat unit biosynthesis [PATH:ko00542],1134
nmdc:bsm-11-cwey4y35,map00543,Exopolysaccharide biosynthesis [PATH:ko00543],6215
nmdc:bsm-11-cwey4y35,map00550,Peptidoglycan biosynthesis [PATH:ko00550],17299
nmdc:bsm-11-cwey4y35,map00552,Teichoic acid biosynthesis [PATH:ko00552],3306
nmdc:bsm-11-cwey4y35,map00561,Glycerolipid metabolism [PATH:ko00561],18517
nmdc:bsm-11-cwey4y35,map00562,Inositol phosphate metabolism [PATH:ko00562],12707
nmdc:bsm-11-cwey4y35,map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ko00563],53
nmdc:bsm-11-cwey4y35,map00564,Glycerophospholipid metabolism [PATH:ko00564],10056
nmdc:bsm-11-cwey4y35,map00565,Ether lipid metabolism [PATH:ko00565],1771
nmdc:bsm-11-cwey4y35,map00571,Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571],546
nmdc:bsm-11-cwey4y35,map00572,Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572],1524
nmdc:bsm-11-cwey4y35,map00590,Arachidonic acid metabolism [PATH:ko00590],370
nmdc:bsm-11-cwey4y35,map00591,Linoleic acid metabolism [PATH:ko00591],1099
nmdc:bsm-11-cwey4y35,map00592,alpha-Linolenic acid metabolism [PATH:ko00592],3435
nmdc:bsm-11-cwey4y35,map00600,Sphingolipid metabolism [PATH:ko00600],4868
nmdc:bsm-11-cwey4y35,map00603,Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603],2344
nmdc:bsm-11-cwey4y35,map00604,Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604],777
nmdc:bsm-11-cwey4y35,map00620,Pyruvate metabolism [PATH:ko00620],100759
nmdc:bsm-11-cwey4y35,map00621,Dioxin degradation [PATH:ko00621],1772
nmdc:bsm-11-cwey4y35,map00622,Xylene degradation [PATH:ko00622],5378
nmdc:bsm-11-cwey4y35,map00623,Toluene degradation [PATH:ko00623],10626
nmdc:bsm-11-cwey4y35,map00624,Polycyclic aromatic hydrocarbon degradation [PATH:ko00624],3799
nmdc:bsm-11-cwey4y35,map00625,Chloroalkane and chloroalkene degradation [PATH:ko00625],27465
nmdc:bsm-11-cwey4y35,map00626,Naphthalene degradation [PATH:ko00626],5939
nmdc:bsm-11-cwey4y35,map00627,Aminobenzoate degradation [PATH:ko00627],11422
nmdc:bsm-11-cwey4y35,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],88846
nmdc:bsm-11-cwey4y35,map00633,Nitrotoluene degradation [PATH:ko00633],12498
nmdc:bsm-11-cwey4y35,map00640,Propanoate metabolism [PATH:ko00640],41864
nmdc:bsm-11-cwey4y35,map00642,Ethylbenzene degradation [PATH:ko00642],3445
nmdc:bsm-11-cwey4y35,map00643,Styrene degradation [PATH:ko00643],9681
nmdc:bsm-11-cwey4y35,map00650,Butanoate metabolism [PATH:ko00650],96851
nmdc:bsm-11-cwey4y35,map00660,C5-Branched dibasic acid metabolism [PATH:ko00660],26109
nmdc:bsm-11-cwey4y35,map00670,One carbon pool by folate [PATH:ko00670],42318
nmdc:bsm-11-cwey4y35,map00680,Methane metabolism [PATH:ko00680],77555
nmdc:bsm-11-cwey4y35,map00710,Carbon fixation by Calvin cycle [PATH:ko00710],35172
nmdc:bsm-11-cwey4y35,map00720,Other carbon fixation pathways [PATH:ko00720],65294
nmdc:bsm-11-cwey4y35,map00730,Thiamine metabolism [PATH:ko00730],25117
nmdc:bsm-11-cwey4y35,map00740,Riboflavin metabolism [PATH:ko00740],5312
nmdc:bsm-11-cwey4y35,map00750,Vitamin B6 metabolism [PATH:ko00750],7653
nmdc:bsm-11-cwey4y35,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760],16120
nmdc:bsm-11-cwey4y35,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770],38525
nmdc:bsm-11-cwey4y35,map00780,Biotin metabolism [PATH:ko00780],29358
nmdc:bsm-11-cwey4y35,map00785,Lipoic acid metabolism [PATH:ko00785],24370
nmdc:bsm-11-cwey4y35,map00790,Folate biosynthesis [PATH:ko00790],15004
nmdc:bsm-11-cwey4y35,map00791,Atrazine degradation [PATH:ko00791],2313
nmdc:bsm-11-cwey4y35,map00830,Retinol metabolism [PATH:ko00830],5443
nmdc:bsm-11-cwey4y35,map00860,Porphyrin metabolism [PATH:ko00860],21408
nmdc:bsm-11-cwey4y35,map00900,Terpenoid backbone biosynthesis [PATH:ko00900],33299
nmdc:bsm-11-cwey4y35,map00901,Indole alkaloid biosynthesis [PATH:ko00901],192
nmdc:bsm-11-cwey4y35,map00902,Monoterpenoid biosynthesis [PATH:ko00902],10
nmdc:bsm-11-cwey4y35,map00903,Limonene degradation [PATH:ko00903],9849
nmdc:bsm-11-cwey4y35,map00906,Carotenoid biosynthesis [PATH:ko00906],353
nmdc:bsm-11-cwey4y35,map00907,"Pinene, camphor and geraniol degradation [PATH:ko00907]",6186
nmdc:bsm-11-cwey4y35,map00908,Zeatin biosynthesis [PATH:ko00908],242
nmdc:bsm-11-cwey4y35,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],6017
nmdc:bsm-11-cwey4y35,map00910,Nitrogen metabolism [PATH:ko00910],41378
nmdc:bsm-11-cwey4y35,map00920,Sulfur metabolism [PATH:ko00920],42162
nmdc:bsm-11-cwey4y35,map00930,Caprolactam degradation [PATH:ko00930],9984
nmdc:bsm-11-cwey4y35,map00940,Phenylpropanoid biosynthesis [PATH:ko00940],9406
nmdc:bsm-11-cwey4y35,map00941,Flavonoid biosynthesis [PATH:ko00941],138
nmdc:bsm-11-cwey4y35,map00943,Isoflavonoid biosynthesis [PATH:ko00943],128
nmdc:bsm-11-cwey4y35,map00944,Flavone and flavonol biosynthesis [PATH:ko00944],44
nmdc:bsm-11-cwey4y35,map00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]",138
nmdc:bsm-11-cwey4y35,map00946,Degradation of flavonoids [PATH:ko00946],2455
nmdc:bsm-11-cwey4y35,map00950,Isoquinoline alkaloid biosynthesis [PATH:ko00950],4426
nmdc:bsm-11-cwey4y35,map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]",6516
nmdc:bsm-11-cwey4y35,map00965,Betalain biosynthesis [PATH:ko00965],331
nmdc:bsm-11-cwey4y35,map00966,Glucosinolate biosynthesis [PATH:ko00966],6293
nmdc:bsm-11-cwey4y35,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],28488
nmdc:bsm-11-cwey4y35,map00980,Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],12234
nmdc:bsm-11-cwey4y35,map00981,Insect hormone biosynthesis [PATH:ko00981],5421
nmdc:bsm-11-cwey4y35,map00982,Drug metabolism - cytochrome P450 [PATH:ko00982],12313
nmdc:bsm-11-cwey4y35,map00983,Drug metabolism - other enzymes [PATH:ko00983],24787
nmdc:bsm-11-cwey4y35,map00984,Steroid degradation [PATH:ko00984],1553
nmdc:bsm-11-cwey4y35,map00996,Biosynthesis of various alkaloids [PATH:ko00996],11
nmdc:bsm-11-cwey4y35,map00997,Biosynthesis of various other secondary metabolites [PATH:ko00997],194
nmdc:bsm-11-cwey4y35,map00998,Biosynthesis of various antibiotics [PATH:ko00998],7949
nmdc:bsm-11-cwey4y35,map00999,Biosynthesis of various plant secondary metabolites [PATH:ko00999],15344
nmdc:bsm-11-cwey4y35,map01001,Protein kinases [BR:ko01001],35722
nmdc:bsm-11-cwey4y35,map01002,Peptidases and inhibitors [BR:ko01002],240215
nmdc:bsm-11-cwey4y35,map01003,Glycosyltransferases [BR:ko01003],19250
nmdc:bsm-11-cwey4y35,map01004,Lipid biosynthesis proteins [BR:ko01004],77438
nmdc:bsm-11-cwey4y35,map01005,Lipopolysaccharide biosynthesis proteins [BR:ko01005],12726
nmdc:bsm-11-cwey4y35,map01006,Prenyltransferases [BR:ko01006],5886
nmdc:bsm-11-cwey4y35,map01007,Amino acid related enzymes [BR:ko01007],51021
nmdc:bsm-11-cwey4y35,map01008,Polyketide biosynthesis proteins [BR:ko01008],26244
nmdc:bsm-11-cwey4y35,map01009,Protein phosphatases and associated proteins [BR:ko01009],14921
nmdc:bsm-11-cwey4y35,map01011,Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],30944
nmdc:bsm-11-cwey4y35,map01040,Biosynthesis of unsaturated fatty acids [PATH:ko01040],3763
nmdc:bsm-11-cwey4y35,map01051,Biosynthesis of ansamycins [PATH:ko01051],6619
nmdc:bsm-11-cwey4y35,map01052,Type I polyketide structures [PATH:ko01052],24
nmdc:bsm-11-cwey4y35,map01053,Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053],427
nmdc:bsm-11-cwey4y35,map01054,Nonribosomal peptide structures [PATH:ko01054],1014
nmdc:bsm-11-cwey4y35,map01055,Biosynthesis of vancomycin group antibiotics [PATH:ko01055],1616
nmdc:bsm-11-cwey4y35,map01056,Biosynthesis of type II polyketide backbone [PATH:ko01056],111
nmdc:bsm-11-cwey4y35,map01057,Biosynthesis of type II polyketide products [PATH:ko01057],2618
nmdc:bsm-11-cwey4y35,map01059,Biosynthesis of enediyne antibiotics [PATH:ko01059],2682
nmdc:bsm-11-cwey4y35,map01501,beta-Lactam resistance [PATH:ko01501],29667
nmdc:bsm-11-cwey4y35,map01502,Vancomycin resistance [PATH:ko01502],2774
nmdc:bsm-11-cwey4y35,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503],34344
nmdc:bsm-11-cwey4y35,map01504,Antimicrobial resistance genes [BR:ko01504],27009
nmdc:bsm-11-cwey4y35,map01521,EGFR tyrosine kinase inhibitor resistance [PATH:ko01521],655
nmdc:bsm-11-cwey4y35,map01522,Endocrine resistance [PATH:ko01522],386
nmdc:bsm-11-cwey4y35,map01523,Antifolate resistance [PATH:ko01523],2932
nmdc:bsm-11-cwey4y35,map01524,Platinum drug resistance [PATH:ko01524],8900
nmdc:bsm-11-cwey4y35,map02000,Transporters [BR:ko02000],478892
nmdc:bsm-11-cwey4y35,map02010,ABC transporters [PATH:ko02010],117041
nmdc:bsm-11-cwey4y35,map02020,Two-component system [PATH:ko02020],216392
nmdc:bsm-11-cwey4y35,map02022,Two-component system [BR:ko02022],48929
nmdc:bsm-11-cwey4y35,map02024,Quorum sensing [PATH:ko02024],179379
nmdc:bsm-11-cwey4y35,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],56551
nmdc:bsm-11-cwey4y35,map02026,Biofilm formation - Escherichia coli [PATH:ko02026],43263
nmdc:bsm-11-cwey4y35,map02030,Bacterial chemotaxis [PATH:ko02030],12928
nmdc:bsm-11-cwey4y35,map02035,Bacterial motility proteins [BR:ko02035],99805
nmdc:bsm-11-cwey4y35,map02040,Flagellar assembly [PATH:ko02040],66357
nmdc:bsm-11-cwey4y35,map02042,Bacterial toxins [BR:ko02042],2135
nmdc:bsm-11-cwey4y35,map02044,Secretion system [BR:ko02044],234980
nmdc:bsm-11-cwey4y35,map02048,Prokaryotic defense system [BR:ko02048],26560
nmdc:bsm-11-cwey4y35,map02060,Phosphotransferase system (PTS) [PATH:ko02060],3594
nmdc:bsm-11-cwey4y35,map03000,Transcription factors [BR:ko03000],145205
nmdc:bsm-11-cwey4y35,map03008,Ribosome biogenesis in eukaryotes [PATH:ko03008],1915
nmdc:bsm-11-cwey4y35,map03009,Ribosome biogenesis [BR:ko03009],73943
nmdc:bsm-11-cwey4y35,map03010,Ribosome [PATH:ko03010],423421
nmdc:bsm-11-cwey4y35,map03011,Ribosome [BR:ko03011],423456
nmdc:bsm-11-cwey4y35,map03012,Translation factors [BR:ko03012],159209
nmdc:bsm-11-cwey4y35,map03013,Nucleocytoplasmic transport [PATH:ko03013],4923
nmdc:bsm-11-cwey4y35,map03015,mRNA surveillance pathway [PATH:ko03015],1330
nmdc:bsm-11-cwey4y35,map03016,Transfer RNA biogenesis [BR:ko03016],82884
nmdc:bsm-11-cwey4y35,map03018,RNA degradation [PATH:ko03018],114341
nmdc:bsm-11-cwey4y35,map03019,Messenger RNA biogenesis [BR:ko03019],134591
nmdc:bsm-11-cwey4y35,map03020,RNA polymerase [PATH:ko03020],154030
nmdc:bsm-11-cwey4y35,map03021,Transcription machinery [BR:ko03021],375507
nmdc:bsm-11-cwey4y35,map03022,Basal transcription factors [PATH:ko03022],309
nmdc:bsm-11-cwey4y35,map03029,Mitochondrial biogenesis [BR:ko03029],256120
nmdc:bsm-11-cwey4y35,map03030,DNA replication [PATH:ko03030],14262
nmdc:bsm-11-cwey4y35,map03032,DNA replication proteins [BR:ko03032],66263
nmdc:bsm-11-cwey4y35,map03036,Chromosome and associated proteins [BR:ko03036],107353
nmdc:bsm-11-cwey4y35,map03037,Cilium and associated proteins [BR:ko03037],639
nmdc:bsm-11-cwey4y35,map03040,Spliceosome [PATH:ko03040],2791
nmdc:bsm-11-cwey4y35,map03041,Spliceosome [BR:ko03041],18243
nmdc:bsm-11-cwey4y35,map03050,Proteasome [PATH:ko03050],5777
nmdc:bsm-11-cwey4y35,map03051,Proteasome [BR:ko03051],10602
nmdc:bsm-11-cwey4y35,map03060,Protein export [PATH:ko03060],116699
nmdc:bsm-11-cwey4y35,map03070,Bacterial secretion system [PATH:ko03070],124328
nmdc:bsm-11-cwey4y35,map03082,ATP-dependent chromatin remodeling [PATH:ko03082],3153
nmdc:bsm-11-cwey4y35,map03083,Polycomb repressive complex [PATH:ko03083],1149
nmdc:bsm-11-cwey4y35,map03110,Chaperones and folding catalysts [BR:ko03110],277012
nmdc:bsm-11-cwey4y35,map03200,Viral proteins [BR:ko03200],0
nmdc:bsm-11-cwey4y35,map03250,Viral life cycle - HIV-1 [PATH:ko03250],1073
nmdc:bsm-11-cwey4y35,map03264,Virion - Flavivirus and Alphavirus [PATH:ko03264],41
nmdc:bsm-11-cwey4y35,map03265,"Virion - Ebolavirus, Lyssavirus and Morbillivirus [PATH:ko03265]",12
nmdc:bsm-11-cwey4y35,map03266,Virion - Herpesvirus [PATH:ko03266],22
nmdc:bsm-11-cwey4y35,map03271,Virion - Rotavirus [PATH:ko03271],2
nmdc:bsm-11-cwey4y35,map03272,Virion - Hepatitis viruses [PATH:ko03272],364
nmdc:bsm-11-cwey4y35,map03273,Virion - Lassa virus and SFTS virus [PATH:ko03273],174
nmdc:bsm-11-cwey4y35,map03310,Nuclear receptors [BR:ko03310],24
nmdc:bsm-11-cwey4y35,map03320,PPAR signaling pathway [PATH:ko03320],48901
nmdc:bsm-11-cwey4y35,map03400,DNA repair and recombination proteins [BR:ko03400],256867
nmdc:bsm-11-cwey4y35,map03410,Base excision repair [PATH:ko03410],5193
nmdc:bsm-11-cwey4y35,map03420,Nucleotide excision repair [PATH:ko03420],13328
nmdc:bsm-11-cwey4y35,map03430,Mismatch repair [PATH:ko03430],14078
nmdc:bsm-11-cwey4y35,map03440,Homologous recombination [PATH:ko03440],17531
nmdc:bsm-11-cwey4y35,map03450,Non-homologous end-joining [PATH:ko03450],3149
nmdc:bsm-11-cwey4y35,map03460,Fanconi anemia pathway [PATH:ko03460],125
nmdc:bsm-11-cwey4y35,map04010,MAPK signaling pathway [PATH:ko04010],3168
nmdc:bsm-11-cwey4y35,map04011,MAPK signaling pathway - yeast [PATH:ko04011],5665
nmdc:bsm-11-cwey4y35,map04012,ErbB signaling pathway [PATH:ko04012],415
nmdc:bsm-11-cwey4y35,map04013,MAPK signaling pathway - fly [PATH:ko04013],7074
nmdc:bsm-11-cwey4y35,map04014,Ras signaling pathway [PATH:ko04014],2044
nmdc:bsm-11-cwey4y35,map04015,Rap1 signaling pathway [PATH:ko04015],3835
nmdc:bsm-11-cwey4y35,map04016,MAPK signaling pathway - plant [PATH:ko04016],6116
nmdc:bsm-11-cwey4y35,map04020,Calcium signaling pathway [PATH:ko04020],1588
nmdc:bsm-11-cwey4y35,map04022,cGMP-PKG signaling pathway [PATH:ko04022],2703
nmdc:bsm-11-cwey4y35,map04024,cAMP signaling pathway [PATH:ko04024],2318
nmdc:bsm-11-cwey4y35,map04030,G protein-coupled receptors [BR:ko04030],110
nmdc:bsm-11-cwey4y35,map04031,GTP-binding proteins [BR:ko04031],2629
nmdc:bsm-11-cwey4y35,map04040,Ion channels [BR:ko04040],165
nmdc:bsm-11-cwey4y35,map04052,Cytokines and neuropeptides [BR:ko04052],103
nmdc:bsm-11-cwey4y35,map04054,Pattern recognition receptors [BR:ko04054],19
nmdc:bsm-11-cwey4y35,map04060,Cytokine-cytokine receptor interaction [PATH:ko04060],14
nmdc:bsm-11-cwey4y35,map04062,Chemokine signaling pathway [PATH:ko04062],1681
nmdc:bsm-11-cwey4y35,map04064,NF-kappa B signaling pathway [PATH:ko04064],110
nmdc:bsm-11-cwey4y35,map04066,HIF-1 signaling pathway [PATH:ko04066],9487
nmdc:bsm-11-cwey4y35,map04068,FoxO signaling pathway [PATH:ko04068],12599
nmdc:bsm-11-cwey4y35,map04070,Phosphatidylinositol signaling system [PATH:ko04070],1803
nmdc:bsm-11-cwey4y35,map04071,Sphingolipid signaling pathway [PATH:ko04071],2067
nmdc:bsm-11-cwey4y35,map04072,Phospholipase D signaling pathway [PATH:ko04072],1130
nmdc:bsm-11-cwey4y35,map04075,Plant hormone signal transduction [PATH:ko04075],11187
nmdc:bsm-11-cwey4y35,map04080,Neuroactive ligand-receptor interaction [PATH:ko04080],253
nmdc:bsm-11-cwey4y35,map04081,Hormone signaling [PATH:ko04081],572
nmdc:bsm-11-cwey4y35,map04090,CD molecules [BR:ko04090],551
nmdc:bsm-11-cwey4y35,map04091,Lectins [BR:ko04091],414
nmdc:bsm-11-cwey4y35,map04110,Cell cycle [PATH:ko04110],1421
nmdc:bsm-11-cwey4y35,map04111,Cell cycle - yeast [PATH:ko04111],994
nmdc:bsm-11-cwey4y35,map04112,Cell cycle - Caulobacter [PATH:ko04112],104255
nmdc:bsm-11-cwey4y35,map04113,Meiosis - yeast [PATH:ko04113],8986
nmdc:bsm-11-cwey4y35,map04114,Oocyte meiosis [PATH:ko04114],1880
nmdc:bsm-11-cwey4y35,map04115,p53 signaling pathway [PATH:ko04115],1392
nmdc:bsm-11-cwey4y35,map04120,Ubiquitin mediated proteolysis [PATH:ko04120],25118
nmdc:bsm-11-cwey4y35,map04121,Ubiquitin system [BR:ko04121],27191
nmdc:bsm-11-cwey4y35,map04122,Sulfur relay system [PATH:ko04122],29061
nmdc:bsm-11-cwey4y35,map04130,SNARE interactions in vesicular transport [PATH:ko04130],223
nmdc:bsm-11-cwey4y35,map04131,Membrane trafficking [BR:ko04131],31992
nmdc:bsm-11-cwey4y35,map04136,Autophagy - other [PATH:ko04136],297
nmdc:bsm-11-cwey4y35,map04137,Mitophagy - animal [PATH:ko04137],29168
nmdc:bsm-11-cwey4y35,map04138,Autophagy - yeast [PATH:ko04138],2008
nmdc:bsm-11-cwey4y35,map04139,Mitophagy - yeast [PATH:ko04139],345
nmdc:bsm-11-cwey4y35,map04140,Autophagy - animal [PATH:ko04140],26800
nmdc:bsm-11-cwey4y35,map04141,Protein processing in endoplasmic reticulum [PATH:ko04141],14422
nmdc:bsm-11-cwey4y35,map04142,Lysosome [PATH:ko04142],6987
nmdc:bsm-11-cwey4y35,map04144,Endocytosis [PATH:ko04144],3498
nmdc:bsm-11-cwey4y35,map04145,Phagosome [PATH:ko04145],10232
nmdc:bsm-11-cwey4y35,map04146,Peroxisome [PATH:ko04146],30521
nmdc:bsm-11-cwey4y35,map04147,Exosome [BR:ko04147],220470
nmdc:bsm-11-cwey4y35,map04148,Efferocytosis [PATH:ko04148],5049
nmdc:bsm-11-cwey4y35,map04150,mTOR signaling pathway [PATH:ko04150],1334
nmdc:bsm-11-cwey4y35,map04151,PI3K-Akt signaling pathway [PATH:ko04151],7377
nmdc:bsm-11-cwey4y35,map04152,AMPK signaling pathway [PATH:ko04152],7854
nmdc:bsm-11-cwey4y35,map04210,Apoptosis [PATH:ko04210],8193
nmdc:bsm-11-cwey4y35,map04211,Longevity regulating pathway [PATH:ko04211],9193
nmdc:bsm-11-cwey4y35,map04212,Longevity regulating pathway - worm [PATH:ko04212],85508
nmdc:bsm-11-cwey4y35,map04213,Longevity regulating pathway - multiple species [PATH:ko04213],29330
nmdc:bsm-11-cwey4y35,map04214,Apoptosis - fly [PATH:ko04214],1899
nmdc:bsm-11-cwey4y35,map04215,Apoptosis - multiple species [PATH:ko04215],1319
nmdc:bsm-11-cwey4y35,map04216,Ferroptosis [PATH:ko04216],12175
nmdc:bsm-11-cwey4y35,map04217,Necroptosis [PATH:ko04217],20634
nmdc:bsm-11-cwey4y35,map04218,Cellular senescence [PATH:ko04218],1709
nmdc:bsm-11-cwey4y35,map04260,Cardiac muscle contraction [PATH:ko04260],11126
nmdc:bsm-11-cwey4y35,map04261,Adrenergic signaling in cardiomyocytes [PATH:ko04261],1878
nmdc:bsm-11-cwey4y35,map04270,Vascular smooth muscle contraction [PATH:ko04270],1019
nmdc:bsm-11-cwey4y35,map04310,Wnt signaling pathway [PATH:ko04310],1694
nmdc:bsm-11-cwey4y35,map04320,Dorso-ventral axis formation [PATH:ko04320],389
nmdc:bsm-11-cwey4y35,map04330,Notch signaling pathway [PATH:ko04330],199
nmdc:bsm-11-cwey4y35,map04340,Hedgehog signaling pathway [PATH:ko04340],177
nmdc:bsm-11-cwey4y35,map04341,Hedgehog signaling pathway - fly [PATH:ko04341],550
nmdc:bsm-11-cwey4y35,map04350,TGF-beta signaling pathway [PATH:ko04350],845
nmdc:bsm-11-cwey4y35,map04360,Axon guidance [PATH:ko04360],1839
nmdc:bsm-11-cwey4y35,map04361,Axon regeneration [PATH:ko04361],1948
nmdc:bsm-11-cwey4y35,map04370,VEGF signaling pathway [PATH:ko04370],1145
nmdc:bsm-11-cwey4y35,map04371,Apelin signaling pathway [PATH:ko04371],1275
nmdc:bsm-11-cwey4y35,map04380,Osteoclast differentiation [PATH:ko04380],1314
nmdc:bsm-11-cwey4y35,map04390,Hippo signaling pathway [PATH:ko04390],2856
nmdc:bsm-11-cwey4y35,map04391,Hippo signaling pathway - fly [PATH:ko04391],2719
nmdc:bsm-11-cwey4y35,map04392,Hippo signaling pathway - multiple species [PATH:ko04392],345
nmdc:bsm-11-cwey4y35,map04510,Focal adhesion [PATH:ko04510],3614
nmdc:bsm-11-cwey4y35,map04512,ECM-receptor interaction [PATH:ko04512],290
nmdc:bsm-11-cwey4y35,map04514,Cell adhesion molecules [PATH:ko04514],43
nmdc:bsm-11-cwey4y35,map04515,Cell adhesion molecules [BR:ko04515],109
nmdc:bsm-11-cwey4y35,map04520,Adherens junction [PATH:ko04520],3040
nmdc:bsm-11-cwey4y35,map04530,Tight junction [PATH:ko04530],6585
nmdc:bsm-11-cwey4y35,map04540,Gap junction [PATH:ko04540],5609
nmdc:bsm-11-cwey4y35,map04550,Signaling pathways regulating pluripotency of stem cells [PATH:ko04550],358
nmdc:bsm-11-cwey4y35,map04611,Platelet activation [PATH:ko04611],2388
nmdc:bsm-11-cwey4y35,map04612,Antigen processing and presentation [PATH:ko04612],5317
nmdc:bsm-11-cwey4y35,map04613,Neutrophil extracellular trap formation [PATH:ko04613],11171
nmdc:bsm-11-cwey4y35,map04614,Renin-angiotensin system [PATH:ko04614],740
nmdc:bsm-11-cwey4y35,map04620,Toll-like receptor signaling pathway [PATH:ko04620],857
nmdc:bsm-11-cwey4y35,map04621,NOD-like receptor signaling pathway [PATH:ko04621],29276
nmdc:bsm-11-cwey4y35,map04622,RIG-I-like receptor signaling pathway [PATH:ko04622],94
nmdc:bsm-11-cwey4y35,map04623,Cytosolic DNA-sensing pathway [PATH:ko04623],80
nmdc:bsm-11-cwey4y35,map04624,Toll and Imd signaling pathway [PATH:ko04624],247
nmdc:bsm-11-cwey4y35,map04625,C-type lectin receptor signaling pathway [PATH:ko04625],877
nmdc:bsm-11-cwey4y35,map04626,Plant-pathogen interaction [PATH:ko04626],53996
nmdc:bsm-11-cwey4y35,map04630,JAK-STAT signaling pathway [PATH:ko04630],141
nmdc:bsm-11-cwey4y35,map04650,Natural killer cell mediated cytotoxicity [PATH:ko04650],1129
nmdc:bsm-11-cwey4y35,map04657,IL-17 signaling pathway [PATH:ko04657],1650
nmdc:bsm-11-cwey4y35,map04658,Th1 and Th2 cell differentiation [PATH:ko04658],270
nmdc:bsm-11-cwey4y35,map04659,Th17 cell differentiation [PATH:ko04659],1614
