biosample_id,pathway_id,pathway_name,n_metag_kos,n_metat_kos,n_shared_kos
nmdc:bsm-11-frgt4x11,map05323,Rheumatoid arthritis [PATH:ko05323],14,16,14
nmdc:bsm-11-frgt4x11,map05340,Primary immunodeficiency [PATH:ko05340],3,3,2
nmdc:bsm-11-frgt4x11,map05410,Hypertrophic cardiomyopathy [PATH:ko05410],3,11,3
nmdc:bsm-11-frgt4x11,map05412,Arrhythmogenic right ventricular cardiomyopathy [PATH:ko05412],2,4,1
nmdc:bsm-11-frgt4x11,map05414,Dilated cardiomyopathy [PATH:ko05414],2,9,2
nmdc:bsm-11-frgt4x11,map05415,Diabetic cardiomyopathy [PATH:ko05415],65,77,57
nmdc:bsm-11-frgt4x11,map05416,Viral myocarditis [PATH:ko05416],3,5,2
nmdc:bsm-11-frgt4x11,map05417,Lipid and atherosclerosis [PATH:ko05417],23,28,21
nmdc:bsm-11-frgt4x11,map05418,Fluid shear stress and atherosclerosis [PATH:ko05418],11,17,9
nmdc:bsm-11-frgt4x11,map09113,Global maps only,0,0,0
nmdc:bsm-11-frgt4x11,map99973,Transcription,10,6,5
nmdc:bsm-11-frgt4x11,map99974,Translation,8,5,5
nmdc:bsm-11-frgt4x11,map99975,Protein processing,29,26,26
nmdc:bsm-11-frgt4x11,map99976,Replication and repair,46,39,39
nmdc:bsm-11-frgt4x11,map99977,Transport,23,19,19
nmdc:bsm-11-frgt4x11,map99978,Cell growth,25,15,13
nmdc:bsm-11-frgt4x11,map99980,Enzymes with EC numbers,623,407,390
nmdc:bsm-11-frgt4x11,map99981,Carbohydrate metabolism,18,12,12
nmdc:bsm-11-frgt4x11,map99982,Energy metabolism,41,18,17
nmdc:bsm-11-frgt4x11,map99983,Lipid metabolism,5,3,3
nmdc:bsm-11-frgt4x11,map99984,Nucleotide metabolism,1,0,0
nmdc:bsm-11-frgt4x11,map99985,Amino acid metabolism,11,9,9
nmdc:bsm-11-frgt4x11,map99986,Glycan metabolism,14,9,9
nmdc:bsm-11-frgt4x11,map99987,Cofactor metabolism,12,10,10
nmdc:bsm-11-frgt4x11,map99988,Secondary metabolism,10,6,6
nmdc:bsm-11-frgt4x11,map99992,Structural proteins,39,30,28
nmdc:bsm-11-frgt4x11,map99993,Cell motility,5,5,4
nmdc:bsm-11-frgt4x11,map99994,Others,24,15,15
nmdc:bsm-11-frgt4x11,map99995,Signaling proteins,30,15,14
nmdc:bsm-11-frgt4x11,map99996,General function prediction only,79,53,53
nmdc:bsm-11-frgt4x11,map99997,Function unknown,272,191,189
nmdc:bsm-11-frgt4x11,map99998,Others,4,3,3
nmdc:bsm-11-frgt4x11,map99999,Others,7,7,6
nmdc:bsm-11-g61cvw79,map00010,Glycolysis / Gluconeogenesis [PATH:ko00010],77,68,68
nmdc:bsm-11-g61cvw79,map00020,Citrate cycle (TCA cycle) [PATH:ko00020],55,45,44
nmdc:bsm-11-g61cvw79,map00030,Pentose phosphate pathway [PATH:ko00030],60,54,52
nmdc:bsm-11-g61cvw79,map00040,Pentose and glucuronate interconversions [PATH:ko00040],66,52,49
nmdc:bsm-11-g61cvw79,map00051,Fructose and mannose metabolism [PATH:ko00051],77,61,57
nmdc:bsm-11-g61cvw79,map00052,Galactose metabolism [PATH:ko00052],38,33,30
nmdc:bsm-11-g61cvw79,map00053,Ascorbate and aldarate metabolism [PATH:ko00053],36,32,31
nmdc:bsm-11-g61cvw79,map00061,Fatty acid biosynthesis [PATH:ko00061],29,29,27
nmdc:bsm-11-g61cvw79,map00062,Fatty acid elongation [PATH:ko00062],7,8,6
nmdc:bsm-11-g61cvw79,map00071,Fatty acid degradation [PATH:ko00071],33,32,30
nmdc:bsm-11-g61cvw79,map00073,"Cutin, suberine and wax biosynthesis [PATH:ko00073]",2,2,2
nmdc:bsm-11-g61cvw79,map00074,Mycolic acid biosynthesis [PATH:ko00074],17,11,11
nmdc:bsm-11-g61cvw79,map00100,Steroid biosynthesis [PATH:ko00100],17,10,10
nmdc:bsm-11-g61cvw79,map00120,Primary bile acid biosynthesis [PATH:ko00120],4,4,4
nmdc:bsm-11-g61cvw79,map00121,Secondary bile acid biosynthesis [PATH:ko00121],3,2,2
nmdc:bsm-11-g61cvw79,map00130,Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],49,31,30
nmdc:bsm-11-g61cvw79,map00140,Steroid hormone biosynthesis [PATH:ko00140],6,2,2
nmdc:bsm-11-g61cvw79,map00190,Oxidative phosphorylation [PATH:ko00190],133,123,111
nmdc:bsm-11-g61cvw79,map00194,Photosynthesis proteins [BR:ko00194],17,19,16
nmdc:bsm-11-g61cvw79,map00195,Photosynthesis [PATH:ko00195],15,16,14
nmdc:bsm-11-g61cvw79,map00196,Photosynthesis - antenna proteins [PATH:ko00196],0,0,0
nmdc:bsm-11-g61cvw79,map00199,Cytochrome P450 [BR:ko00199],30,15,14
nmdc:bsm-11-g61cvw79,map00220,Arginine biosynthesis [PATH:ko00220],52,41,39
nmdc:bsm-11-g61cvw79,map00230,Purine metabolism [PATH:ko00230],132,111,109
nmdc:bsm-11-g61cvw79,map00232,Caffeine metabolism [PATH:ko00232],4,3,3
nmdc:bsm-11-g61cvw79,map00240,Pyrimidine metabolism [PATH:ko00240],80,69,65
nmdc:bsm-11-g61cvw79,map00250,"Alanine, aspartate and glutamate metabolism [PATH:ko00250]",50,48,45
nmdc:bsm-11-g61cvw79,map00253,Tetracycline biosynthesis [PATH:ko00253],6,2,2
nmdc:bsm-11-g61cvw79,map00254,Aflatoxin biosynthesis [PATH:ko00254],1,2,1
nmdc:bsm-11-g61cvw79,map00260,"Glycine, serine and threonine metabolism [PATH:ko00260]",89,72,72
nmdc:bsm-11-g61cvw79,map00261,Monobactam biosynthesis [PATH:ko00261],15,12,12
nmdc:bsm-11-g61cvw79,map00270,Cysteine and methionine metabolism [PATH:ko00270],87,73,70
nmdc:bsm-11-g61cvw79,map00280,"Valine, leucine and isoleucine degradation [PATH:ko00280]",54,50,49
nmdc:bsm-11-g61cvw79,map00290,"Valine, leucine and isoleucine biosynthesis [PATH:ko00290]",16,14,14
nmdc:bsm-11-g61cvw79,map00300,Lysine biosynthesis [PATH:ko00300],36,26,25
nmdc:bsm-11-g61cvw79,map00310,Lysine degradation [PATH:ko00310],45,38,34
nmdc:bsm-11-g61cvw79,map00311,Penicillin and cephalosporin biosynthesis [PATH:ko00311],8,9,7
nmdc:bsm-11-g61cvw79,map00330,Arginine and proline metabolism [PATH:ko00330],71,58,57
nmdc:bsm-11-g61cvw79,map00331,Clavulanic acid biosynthesis [PATH:ko00331],1,0,0
nmdc:bsm-11-g61cvw79,map00332,Carbapenem biosynthesis [PATH:ko00332],6,2,2
nmdc:bsm-11-g61cvw79,map00333,Prodigiosin biosynthesis [PATH:ko00333],9,3,3
nmdc:bsm-11-g61cvw79,map00340,Histidine metabolism [PATH:ko00340],39,32,32
nmdc:bsm-11-g61cvw79,map00350,Tyrosine metabolism [PATH:ko00350],50,40,38
nmdc:bsm-11-g61cvw79,map00360,Phenylalanine metabolism [PATH:ko00360],51,43,42
nmdc:bsm-11-g61cvw79,map00361,Chlorocyclohexane and chlorobenzene degradation [PATH:ko00361],24,13,13
nmdc:bsm-11-g61cvw79,map00362,Benzoate degradation [PATH:ko00362],89,68,68
nmdc:bsm-11-g61cvw79,map00363,Bisphenol degradation [PATH:ko00363],2,2,2
nmdc:bsm-11-g61cvw79,map00364,Fluorobenzoate degradation [PATH:ko00364],10,10,10
nmdc:bsm-11-g61cvw79,map00365,Furfural degradation [PATH:ko00365],8,6,6
nmdc:bsm-11-g61cvw79,map00380,Tryptophan metabolism [PATH:ko00380],42,36,35
nmdc:bsm-11-g61cvw79,map00400,"Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",55,41,40
nmdc:bsm-11-g61cvw79,map00401,Novobiocin biosynthesis [PATH:ko00401],11,10,9
nmdc:bsm-11-g61cvw79,map00403,Indole diterpene alkaloid biosynthesis [PATH:ko00403],1,0,0
nmdc:bsm-11-g61cvw79,map00404,Staurosporine biosynthesis [PATH:ko00404],7,1,1
nmdc:bsm-11-g61cvw79,map00405,Phenazine biosynthesis [PATH:ko00405],6,4,4
nmdc:bsm-11-g61cvw79,map00410,beta-Alanine metabolism [PATH:ko00410],33,30,28
nmdc:bsm-11-g61cvw79,map00430,Taurine and hypotaurine metabolism [PATH:ko00430],18,18,18
nmdc:bsm-11-g61cvw79,map00440,Phosphonate and phosphinate metabolism [PATH:ko00440],20,14,13
nmdc:bsm-11-g61cvw79,map00450,Selenocompound metabolism [PATH:ko00450],19,19,18
nmdc:bsm-11-g61cvw79,map00460,Cyanoamino acid metabolism [PATH:ko00460],12,11,10
nmdc:bsm-11-g61cvw79,map00470,D-Amino acid metabolism [PATH:ko00470],39,32,31
nmdc:bsm-11-g61cvw79,map00480,Glutathione metabolism [PATH:ko00480],32,31,26
nmdc:bsm-11-g61cvw79,map00500,Starch and sucrose metabolism [PATH:ko00500],65,66,58
nmdc:bsm-11-g61cvw79,map00510,N-Glycan biosynthesis [PATH:ko00510],23,17,14
nmdc:bsm-11-g61cvw79,map00511,Other glycan degradation [PATH:ko00511],13,13,11
nmdc:bsm-11-g61cvw79,map00512,Mucin type O-glycan biosynthesis [PATH:ko00512],0,0,0
nmdc:bsm-11-g61cvw79,map00513,Various types of N-glycan biosynthesis [PATH:ko00513],16,13,10
nmdc:bsm-11-g61cvw79,map00514,Other types of O-glycan biosynthesis [PATH:ko00514],3,4,3
nmdc:bsm-11-g61cvw79,map00515,Mannose type O-glycan biosynthesis [PATH:ko00515],1,2,1
nmdc:bsm-11-g61cvw79,map00520,Amino sugar and nucleotide sugar metabolism [PATH:ko00520],81,66,63
nmdc:bsm-11-g61cvw79,map00521,Streptomycin biosynthesis [PATH:ko00521],13,12,12
nmdc:bsm-11-g61cvw79,map00522,"Biosynthesis of 12-, 14- and 16-membered macrolides [PATH:ko00522]",1,0,0
nmdc:bsm-11-g61cvw79,map00523,Polyketide sugar unit biosynthesis [PATH:ko00523],22,12,12
nmdc:bsm-11-g61cvw79,map00524,"Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]",3,3,3
nmdc:bsm-11-g61cvw79,map00525,Acarbose and validamycin biosynthesis [PATH:ko00525],10,6,6
nmdc:bsm-11-g61cvw79,map00531,Glycosaminoglycan degradation [PATH:ko00531],10,12,10
nmdc:bsm-11-g61cvw79,map00532,Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate [PATH:ko00532],2,0,0
nmdc:bsm-11-g61cvw79,map00533,Glycosaminoglycan biosynthesis - keratan sulfate [PATH:ko00533],0,0,0
nmdc:bsm-11-g61cvw79,map00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin [PATH:ko00534],1,1,1
nmdc:bsm-11-g61cvw79,map00535,Proteoglycans [BR:ko00535],1,1,1
nmdc:bsm-11-g61cvw79,map00536,Glycosaminoglycan binding proteins [BR:ko00536],11,12,10
nmdc:bsm-11-g61cvw79,map00537,Glycosylphosphatidylinositol (GPI)-anchored proteins [BR:ko00537],7,10,6
nmdc:bsm-11-g61cvw79,map00540,Lipopolysaccharide biosynthesis [PATH:ko00540],26,19,19
nmdc:bsm-11-g61cvw79,map00541,Biosynthesis of various nucleotide sugars [PATH:ko00541],80,57,57
nmdc:bsm-11-g61cvw79,map00542,O-Antigen repeat unit biosynthesis [PATH:ko00542],4,2,2
nmdc:bsm-11-g61cvw79,map00543,Exopolysaccharide biosynthesis [PATH:ko00543],35,21,20
nmdc:bsm-11-g61cvw79,map00550,Peptidoglycan biosynthesis [PATH:ko00550],33,30,30
nmdc:bsm-11-g61cvw79,map00552,Teichoic acid biosynthesis [PATH:ko00552],17,11,11
nmdc:bsm-11-g61cvw79,map00561,Glycerolipid metabolism [PATH:ko00561],43,40,36
nmdc:bsm-11-g61cvw79,map00562,Inositol phosphate metabolism [PATH:ko00562],40,26,25
nmdc:bsm-11-g61cvw79,map00563,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis [PATH:ko00563],17,6,4
nmdc:bsm-11-g61cvw79,map00564,Glycerophospholipid metabolism [PATH:ko00564],66,50,42
nmdc:bsm-11-g61cvw79,map00565,Ether lipid metabolism [PATH:ko00565],15,11,9
nmdc:bsm-11-g61cvw79,map00571,Lipoarabinomannan (LAM) biosynthesis [PATH:ko00571],14,11,11
nmdc:bsm-11-g61cvw79,map00572,Arabinogalactan biosynthesis - Mycobacterium [PATH:ko00572],12,7,7
nmdc:bsm-11-g61cvw79,map00590,Arachidonic acid metabolism [PATH:ko00590],12,8,6
nmdc:bsm-11-g61cvw79,map00591,Linoleic acid metabolism [PATH:ko00591],6,4,3
nmdc:bsm-11-g61cvw79,map00592,alpha-Linolenic acid metabolism [PATH:ko00592],10,10,7
nmdc:bsm-11-g61cvw79,map00600,Sphingolipid metabolism [PATH:ko00600],23,20,15
nmdc:bsm-11-g61cvw79,map00601,Glycosphingolipid biosynthesis - lacto and neolacto series [PATH:ko00601],1,0,0
nmdc:bsm-11-g61cvw79,map00603,Glycosphingolipid biosynthesis - globo and isoglobo series [PATH:ko00603],4,3,3
nmdc:bsm-11-g61cvw79,map00604,Glycosphingolipid biosynthesis - ganglio series [PATH:ko00604],2,3,2
nmdc:bsm-11-g61cvw79,map00620,Pyruvate metabolism [PATH:ko00620],98,82,81
nmdc:bsm-11-g61cvw79,map00621,Dioxin degradation [PATH:ko00621],13,7,7
nmdc:bsm-11-g61cvw79,map00622,Xylene degradation [PATH:ko00622],29,20,20
nmdc:bsm-11-g61cvw79,map00623,Toluene degradation [PATH:ko00623],23,17,17
nmdc:bsm-11-g61cvw79,map00624,Polycyclic aromatic hydrocarbon degradation [PATH:ko00624],25,14,14
nmdc:bsm-11-g61cvw79,map00625,Chloroalkane and chloroalkene degradation [PATH:ko00625],13,15,12
nmdc:bsm-11-g61cvw79,map00626,Naphthalene degradation [PATH:ko00626],12,9,9
nmdc:bsm-11-g61cvw79,map00627,Aminobenzoate degradation [PATH:ko00627],59,49,49
nmdc:bsm-11-g61cvw79,map00630,Glyoxylate and dicarboxylate metabolism [PATH:ko00630],86,76,75
nmdc:bsm-11-g61cvw79,map00633,Nitrotoluene degradation [PATH:ko00633],17,11,11
nmdc:bsm-11-g61cvw79,map00640,Propanoate metabolism [PATH:ko00640],75,59,58
nmdc:bsm-11-g61cvw79,map00642,Ethylbenzene degradation [PATH:ko00642],8,5,5
nmdc:bsm-11-g61cvw79,map00643,Styrene degradation [PATH:ko00643],16,14,14
nmdc:bsm-11-g61cvw79,map00650,Butanoate metabolism [PATH:ko00650],86,78,77
nmdc:bsm-11-g61cvw79,map00660,C5-Branched dibasic acid metabolism [PATH:ko00660],23,19,18
nmdc:bsm-11-g61cvw79,map00670,One carbon pool by folate [PATH:ko00670],41,38,37
nmdc:bsm-11-g61cvw79,map00680,Methane metabolism [PATH:ko00680],130,103,102
nmdc:bsm-11-g61cvw79,map00710,Carbon fixation by Calvin cycle [PATH:ko00710],29,30,28
nmdc:bsm-11-g61cvw79,map00720,Other carbon fixation pathways [PATH:ko00720],81,57,55
nmdc:bsm-11-g61cvw79,map00730,Thiamine metabolism [PATH:ko00730],29,17,17
nmdc:bsm-11-g61cvw79,map00740,Riboflavin metabolism [PATH:ko00740],31,18,17
nmdc:bsm-11-g61cvw79,map00750,Vitamin B6 metabolism [PATH:ko00750],18,13,13
nmdc:bsm-11-g61cvw79,map00760,Nicotinate and nicotinamide metabolism [PATH:ko00760],57,43,43
nmdc:bsm-11-g61cvw79,map00770,Pantothenate and CoA biosynthesis [PATH:ko00770],36,28,27
nmdc:bsm-11-g61cvw79,map00780,Biotin metabolism [PATH:ko00780],17,15,15
nmdc:bsm-11-g61cvw79,map00785,Lipoic acid metabolism [PATH:ko00785],25,22,22
nmdc:bsm-11-g61cvw79,map00790,Folate biosynthesis [PATH:ko00790],53,40,38
nmdc:bsm-11-g61cvw79,map00791,Atrazine degradation [PATH:ko00791],10,9,9
nmdc:bsm-11-g61cvw79,map00830,Retinol metabolism [PATH:ko00830],9,9,8
nmdc:bsm-11-g61cvw79,map00860,Porphyrin metabolism [PATH:ko00860],84,61,60
nmdc:bsm-11-g61cvw79,map00900,Terpenoid backbone biosynthesis [PATH:ko00900],38,29,27
nmdc:bsm-11-g61cvw79,map00901,Indole alkaloid biosynthesis [PATH:ko00901],1,1,1
nmdc:bsm-11-g61cvw79,map00902,Monoterpenoid biosynthesis [PATH:ko00902],2,1,1
nmdc:bsm-11-g61cvw79,map00903,Limonene degradation [PATH:ko00903],5,4,4
nmdc:bsm-11-g61cvw79,map00904,Diterpenoid biosynthesis [PATH:ko00904],1,0,0
nmdc:bsm-11-g61cvw79,map00905,Brassinosteroid biosynthesis [PATH:ko00905],0,0,0
nmdc:bsm-11-g61cvw79,map00906,Carotenoid biosynthesis [PATH:ko00906],21,6,6
nmdc:bsm-11-g61cvw79,map00907,"Pinene, camphor and geraniol degradation [PATH:ko00907]",17,15,15
nmdc:bsm-11-g61cvw79,map00908,Zeatin biosynthesis [PATH:ko00908],2,2,2
nmdc:bsm-11-g61cvw79,map00909,Sesquiterpenoid and triterpenoid biosynthesis [PATH:ko00909],6,5,4
nmdc:bsm-11-g61cvw79,map00910,Nitrogen metabolism [PATH:ko00910],45,37,34
nmdc:bsm-11-g61cvw79,map00920,Sulfur metabolism [PATH:ko00920],80,68,67
nmdc:bsm-11-g61cvw79,map00930,Caprolactam degradation [PATH:ko00930],15,13,13
nmdc:bsm-11-g61cvw79,map00940,Phenylpropanoid biosynthesis [PATH:ko00940],5,6,5
nmdc:bsm-11-g61cvw79,map00941,Flavonoid biosynthesis [PATH:ko00941],2,1,1
nmdc:bsm-11-g61cvw79,map00942,Anthocyanin biosynthesis [PATH:ko00942],0,0,0
nmdc:bsm-11-g61cvw79,map00943,Isoflavonoid biosynthesis [PATH:ko00943],1,1,1
nmdc:bsm-11-g61cvw79,map00944,Flavone and flavonol biosynthesis [PATH:ko00944],1,1,1
nmdc:bsm-11-g61cvw79,map00945,"Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]",1,1,1
nmdc:bsm-11-g61cvw79,map00946,Degradation of flavonoids [PATH:ko00946],4,3,3
nmdc:bsm-11-g61cvw79,map00950,Isoquinoline alkaloid biosynthesis [PATH:ko00950],12,11,10
nmdc:bsm-11-g61cvw79,map00960,"Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]",14,11,10
nmdc:bsm-11-g61cvw79,map00965,Betalain biosynthesis [PATH:ko00965],3,2,2
nmdc:bsm-11-g61cvw79,map00966,Glucosinolate biosynthesis [PATH:ko00966],2,2,2
nmdc:bsm-11-g61cvw79,map00970,Aminoacyl-tRNA biosynthesis [PATH:ko00970],36,30,30
nmdc:bsm-11-g61cvw79,map00980,Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980],10,8,7
nmdc:bsm-11-g61cvw79,map00981,Insect hormone biosynthesis [PATH:ko00981],1,1,1
nmdc:bsm-11-g61cvw79,map00982,Drug metabolism - cytochrome P450 [PATH:ko00982],9,9,8
nmdc:bsm-11-g61cvw79,map00983,Drug metabolism - other enzymes [PATH:ko00983],24,19,18
nmdc:bsm-11-g61cvw79,map00984,Steroid degradation [PATH:ko00984],15,12,12
nmdc:bsm-11-g61cvw79,map00996,Biosynthesis of various alkaloids [PATH:ko00996],1,1,1
nmdc:bsm-11-g61cvw79,map00997,Biosynthesis of various other secondary metabolites [PATH:ko00997],11,6,6
nmdc:bsm-11-g61cvw79,map00998,Biosynthesis of various antibiotics [PATH:ko00998],10,5,5
nmdc:bsm-11-g61cvw79,map00999,Biosynthesis of various plant secondary metabolites [PATH:ko00999],6,7,6
nmdc:bsm-11-g61cvw79,map01001,Protein kinases [BR:ko01001],162,136,102
nmdc:bsm-11-g61cvw79,map01002,Peptidases and inhibitors [BR:ko01002],265,235,197
nmdc:bsm-11-g61cvw79,map01003,Glycosyltransferases [BR:ko01003],123,87,77
nmdc:bsm-11-g61cvw79,map01004,Lipid biosynthesis proteins [BR:ko01004],89,57,51
nmdc:bsm-11-g61cvw79,map01005,Lipopolysaccharide biosynthesis proteins [BR:ko01005],69,44,44
nmdc:bsm-11-g61cvw79,map01006,Prenyltransferases [BR:ko01006],23,19,17
nmdc:bsm-11-g61cvw79,map01007,Amino acid related enzymes [BR:ko01007],83,77,73
nmdc:bsm-11-g61cvw79,map01008,Polyketide biosynthesis proteins [BR:ko01008],148,62,57
nmdc:bsm-11-g61cvw79,map01009,Protein phosphatases and associated proteins [BR:ko01009],76,54,41
nmdc:bsm-11-g61cvw79,map01011,Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],62,51,51
nmdc:bsm-11-g61cvw79,map01040,Biosynthesis of unsaturated fatty acids [PATH:ko01040],15,14,12
nmdc:bsm-11-g61cvw79,map01051,Biosynthesis of ansamycins [PATH:ko01051],12,4,3
nmdc:bsm-11-g61cvw79,map01052,Type I polyketide structures [PATH:ko01052],24,4,4
nmdc:bsm-11-g61cvw79,map01053,Biosynthesis of siderophore group nonribosomal peptides [PATH:ko01053],24,5,5
nmdc:bsm-11-g61cvw79,map01054,Nonribosomal peptide structures [PATH:ko01054],19,8,7
nmdc:bsm-11-g61cvw79,map01055,Biosynthesis of vancomycin group antibiotics [PATH:ko01055],15,8,8
nmdc:bsm-11-g61cvw79,map01056,Biosynthesis of type II polyketide backbone [PATH:ko01056],4,0,0
nmdc:bsm-11-g61cvw79,map01057,Biosynthesis of type II polyketide products [PATH:ko01057],11,5,5
nmdc:bsm-11-g61cvw79,map01059,Biosynthesis of enediyne antibiotics [PATH:ko01059],27,15,15
nmdc:bsm-11-g61cvw79,map01501,beta-Lactam resistance [PATH:ko01501],28,23,23
nmdc:bsm-11-g61cvw79,map01502,Vancomycin resistance [PATH:ko01502],17,10,10
nmdc:bsm-11-g61cvw79,map01503,Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503],28,20,19
nmdc:bsm-11-g61cvw79,map01504,Antimicrobial resistance genes [BR:ko01504],92,45,43
nmdc:bsm-11-g61cvw79,map01521,EGFR tyrosine kinase inhibitor resistance [PATH:ko01521],7,12,7
nmdc:bsm-11-g61cvw79,map01522,Endocrine resistance [PATH:ko01522],7,10,6
nmdc:bsm-11-g61cvw79,map01523,Antifolate resistance [PATH:ko01523],6,6,6
nmdc:bsm-11-g61cvw79,map01524,Platinum drug resistance [PATH:ko01524],15,11,8
nmdc:bsm-11-g61cvw79,map02000,Transporters [BR:ko02000],902,661,626
nmdc:bsm-11-g61cvw79,map02010,ABC transporters [PATH:ko02010],327,232,225
nmdc:bsm-11-g61cvw79,map02020,Two-component system [PATH:ko02020],328,230,226
nmdc:bsm-11-g61cvw79,map02022,Two-component system [BR:ko02022],188,129,126
nmdc:bsm-11-g61cvw79,map02024,Quorum sensing [PATH:ko02024],141,99,97
nmdc:bsm-11-g61cvw79,map02025,Biofilm formation - Pseudomonas aeruginosa [PATH:ko02025],71,52,52
nmdc:bsm-11-g61cvw79,map02026,Biofilm formation - Escherichia coli [PATH:ko02026],40,29,28
nmdc:bsm-11-g61cvw79,map02030,Bacterial chemotaxis [PATH:ko02030],22,18,18
nmdc:bsm-11-g61cvw79,map02035,Bacterial motility proteins [BR:ko02035],112,92,92
nmdc:bsm-11-g61cvw79,map02040,Flagellar assembly [PATH:ko02040],46,40,40
nmdc:bsm-11-g61cvw79,map02042,Bacterial toxins [BR:ko02042],14,5,5
nmdc:bsm-11-g61cvw79,map02044,Secretion system [BR:ko02044],228,147,144
nmdc:bsm-11-g61cvw79,map02048,Prokaryotic defense system [BR:ko02048],117,84,84
nmdc:bsm-11-g61cvw79,map02060,Phosphotransferase system (PTS) [PATH:ko02060],24,13,11
nmdc:bsm-11-g61cvw79,map03000,Transcription factors [BR:ko03000],309,239,210
nmdc:bsm-11-g61cvw79,map03008,Ribosome biogenesis in eukaryotes [PATH:ko03008],54,41,34
nmdc:bsm-11-g61cvw79,map03009,Ribosome biogenesis [BR:ko03009],236,152,136
nmdc:bsm-11-g61cvw79,map03010,Ribosome [PATH:ko03010],103,133,103
nmdc:bsm-11-g61cvw79,map03011,Ribosome [BR:ko03011],113,135,105
nmdc:bsm-11-g61cvw79,map03012,Translation factors [BR:ko03012],73,58,54
nmdc:bsm-11-g61cvw79,map03013,Nucleocytoplasmic transport [PATH:ko03013],52,34,26
nmdc:bsm-11-g61cvw79,map03015,mRNA surveillance pathway [PATH:ko03015],39,28,20
nmdc:bsm-11-g61cvw79,map03016,Transfer RNA biogenesis [BR:ko03016],175,122,111
nmdc:bsm-11-g61cvw79,map03018,RNA degradation [PATH:ko03018],49,36,31
nmdc:bsm-11-g61cvw79,map03019,Messenger RNA biogenesis [BR:ko03019],172,126,102
nmdc:bsm-11-g61cvw79,map03020,RNA polymerase [PATH:ko03020],30,19,15
nmdc:bsm-11-g61cvw79,map03021,Transcription machinery [BR:ko03021],149,99,80
nmdc:bsm-11-g61cvw79,map03022,Basal transcription factors [PATH:ko03022],17,10,6
nmdc:bsm-11-g61cvw79,map03029,Mitochondrial biogenesis [BR:ko03029],164,113,98
nmdc:bsm-11-g61cvw79,map03030,DNA replication [PATH:ko03030],50,28,28
nmdc:bsm-11-g61cvw79,map03032,DNA replication proteins [BR:ko03032],103,65,56
nmdc:bsm-11-g61cvw79,map03036,Chromosome and associated proteins [BR:ko03036],328,213,169
nmdc:bsm-11-g61cvw79,map03037,Cilium and associated proteins [BR:ko03037],21,25,11
nmdc:bsm-11-g61cvw79,map03040,Spliceosome [PATH:ko03040],60,57,38
nmdc:bsm-11-g61cvw79,map03041,Spliceosome [BR:ko03041],106,95,58
nmdc:bsm-11-g61cvw79,map03050,Proteasome [PATH:ko03050],34,28,22
nmdc:bsm-11-g61cvw79,map03051,Proteasome [BR:ko03051],49,41,31
nmdc:bsm-11-g61cvw79,map03060,Protein export [PATH:ko03060],33,27,26
nmdc:bsm-11-g61cvw79,map03070,Bacterial secretion system [PATH:ko03070],61,45,45
nmdc:bsm-11-g61cvw79,map03082,ATP-dependent chromatin remodeling [PATH:ko03082],31,23,15
nmdc:bsm-11-g61cvw79,map03083,Polycomb repressive complex [PATH:ko03083],11,10,7
nmdc:bsm-11-g61cvw79,map03110,Chaperones and folding catalysts [BR:ko03110],122,115,97
nmdc:bsm-11-g61cvw79,map03200,Viral proteins [BR:ko03200],4,1,1
nmdc:bsm-11-g61cvw79,map03250,Viral life cycle - HIV-1 [PATH:ko03250],10,12,8
nmdc:bsm-11-g61cvw79,map03258,Virion - Bacteriophage lambda [PATH:ko03258],3,0,0
nmdc:bsm-11-g61cvw79,map03264,Virion - Flavivirus and Alphavirus [PATH:ko03264],1,1,1
nmdc:bsm-11-g61cvw79,map03265,"Virion - Ebolavirus, Lyssavirus and Morbillivirus [PATH:ko03265]",1,1,1
nmdc:bsm-11-g61cvw79,map03266,Virion - Herpesvirus [PATH:ko03266],1,1,1
nmdc:bsm-11-g61cvw79,map03268,Virion - Orthopoxvirus [PATH:ko03268],0,0,0
nmdc:bsm-11-g61cvw79,map03271,Virion - Rotavirus [PATH:ko03271],0,0,0
nmdc:bsm-11-g61cvw79,map03272,Virion - Hepatitis viruses [PATH:ko03272],6,7,4
nmdc:bsm-11-g61cvw79,map03273,Virion - Lassa virus and SFTS virus [PATH:ko03273],1,1,1
nmdc:bsm-11-g61cvw79,map03310,Nuclear receptors [BR:ko03310],0,0,0
nmdc:bsm-11-g61cvw79,map03320,PPAR signaling pathway [PATH:ko03320],12,15,12
nmdc:bsm-11-g61cvw79,map03400,DNA repair and recombination proteins [BR:ko03400],235,161,140
nmdc:bsm-11-g61cvw79,map03410,Base excision repair [PATH:ko03410],38,26,22
