bin_oid	Bin ID	Genome Name	IMG Genome ID	Bin Lineage	Bin Methods	Created By	Date Added	Bin Completeness	Bin Contamination	Average Coverage	Total Number of Bases	5s rRNA	18s rRNA	28s rRNA	Scaffold Count
3300056754_104	3300056754_104	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_18C_T0	3300056754	Eukaryota; Ascomycota; Leotiomycetes; Helotiales; Hyaloscyphaceae; Hyaloscypha	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	75.19	0.75	14.85	23725008	8	0	2	2136
3300056801_25	3300056801_25	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_17C_T0	3300056801	Eukaryota; Ascomycota; Eurotiomycetes; Chaetothyriales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	86.84	0.38	13.1	23837507	10	0	0	1870
3300056801_7	3300056801_7	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_17C_T0	3300056801	Eukaryota; Ascomycota	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	55.64	0.38	7.17	8506816	0	0	0	1404
3300056803_142	3300056803_142	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_19W_T0	3300056803	Eukaryota; Ascomycota; Leotiomycetes; Myxotrichaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	72.93	0.38	14.3	29199751	11	2	4	2542
3300056820_154	3300056820_154	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_20C_TP2_16O	3300056820	Eukaryota; Ascomycota; Leotiomycetes; Helotiales; Hyaloscyphaceae; Hyaloscypha	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	65.79	0.38	37.61	25366091	18	0	2	2057
3300056820_26	3300056820_26	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_20C_TP2_16O	3300056820	Eukaryota; Ascomycota; Leotiomycetes; Myxotrichaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	87.97	0.75	13.56	37822294	14	2	2	2879
3300056820_45	3300056820_45	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_20C_TP2_16O	3300056820	Eukaryota; Ascomycota; Eurotiomycetes; Chaetothyriales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	98.5	0.75	20.97	37861667	11	0	0	533
3300056821_110	3300056821_110	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_19W_TP2_16O	3300056821	Eukaryota; Ascomycota; Leotiomycetes; Myxotrichaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	100	0.38	33.36	44573305	18	2	6	597
3300056821_160	3300056821_160	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_19W_TP2_16O	3300056821	Eukaryota; Ascomycota; Eurotiomycetes; Chaetothyriales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	75.19	0.38	7.94	24337400	7	0	0	2836
3300056823_140	3300056823_140	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_19C_TP2_16O	3300056823	Eukaryota; Ascomycota; Leotiomycetes; Helotiales; Hyaloscyphaceae; Hyaloscypha	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	68.42	1.13	22.53	25466799	11	0	2	2139
3300056823_18	3300056823_18	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_19C_TP2_16O	3300056823	Eukaryota; Ascomycota; Leotiomycetes; Myxotrichaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	70.3	2.26	29.8	32840321	19	2	7	1993
3300056823_65	3300056823_65	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_19C_TP2_16O	3300056823	Eukaryota; Ascomycota; Eurotiomycetes; Chaetothyriales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	59.4	1.5	10.68	22531302	7	0	0	1338
3300056828_151	3300056828_151	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_16C_TP2_16O	3300056828	Eukaryota; Ascomycota; Leotiomycetes; Myxotrichaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	74.06	1.13	24.21	31547489	14	1	3	2193
3300056828_214	3300056828_214	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_16C_TP2_16O	3300056828	Eukaryota; Ascomycota; Leotiomycetes; Helotiales; Hyaloscyphaceae; Hyaloscypha	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	75.19	0	12.18	31044095	15	1	2	2468
3300056832_114	3300056832_114	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_17C_TP2_16O	3300056832	Eukaryota; Ascomycota; Leotiomycetes; Myxotrichaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	64.29	0	15.74	32731654	14	2	6	1726
3300056832_160	3300056832_160	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_17C_TP2_16O	3300056832	Eukaryota; Ascomycota; Eurotiomycetes; Chaetothyriales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	63.91	3.01	8.94	17725135	7	0	0	2200
3300056832_95	3300056832_95	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_17C_TP2_16O	3300056832	Eukaryota; Ascomycota; Leotiomycetes; Helotiales; Hyaloscyphaceae; Hyaloscypha	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	76.32	0.75	9.59	25149288	13	0	1	2708
3300056845_1	3300056845_1	Elemental sulfur microbial communities from Frasassi cave system, Marche, Italy - RS21-52A	3300056845	Eukaryota; Ascomycota; Dothideomycetes; Mycosphaerellales; Teratosphaeriaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	75.56	0.38	21.4	19387689	5	0	0	2574
3300056846_25	3300056846_25	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_181010.NP2	3300056846	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	61.4	0.4	22.42	8640327	1	0	1	958
3300056869_51	3300056869_51	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_16W_T0	3300056869	Eukaryota; Ascomycota; Leotiomycetes; Myxotrichaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	86.84	1.88	18.05	37345555	18	3	4	2062
3300056869_75	3300056869_75	Peat moss microbial communities from Litchfield Island, Antarctica - APS4_16W_T0	3300056869	Eukaryota; Ascomycota; Eurotiomycetes; Chaetothyriales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	76.32	1.13	16.6	19824816	8	0	1	1626
3300056892_21	3300056892_21	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_106-s41 day 365	3300056892	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Didymellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	74.81	4.89	42.82	25226885	31	0	0	2216
3300056892_40	3300056892_40	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_106-s41 day 365	3300056892	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	87.22	4.14	48.93	31305738	25	0	0	1090
3300056892_60	3300056892_60	Blue grama grass litter microbial communities from Los Alamos, New Mexico, USA - Field_106-s41 day 365	3300056892	Eukaryota; Ascomycota; Dothideomycetes; Dothideales; Saccotheciaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	68.05	5.64	39.57	15179605	24	0	0	1868
3300057020_100	3300057020_100	Soil microbial communities from coniferous forest in Wyoming, USA - M_H2_S1	3300057020	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	60.53	0.38	33.76	16287047	31	0	0	1622
3300057020_11	3300057020_11	Soil microbial communities from coniferous forest in Wyoming, USA - M_H2_S1	3300057020	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Trichocomaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	89.1	0.75	25.28	28231587	9	0	0	2050
3300057020_44	3300057020_44	Soil microbial communities from coniferous forest in Wyoming, USA - M_H2_S1	3300057020	Eukaryota; Ascomycota; Leotiomycetes; Pseudeurotiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	81.2	0.38	79.33	14294535	28	0	0	845
3300057218_11	3300057218_11	Seawater microbial communities from Arctic Ocean - MOSAiC HAVOC_10_gap1_leg4	3300057218	Eukaryota; Bacillariophyta; Bacillariophyceae; Bacillariales; Bacillariaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	66.1	6.84	9.76	24243454	3	2	1	3808
3300057218_4	3300057218_4	Seawater microbial communities from Arctic Ocean - MOSAiC HAVOC_10_gap1_leg4	3300057218	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae; Micromonas	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	81.8	0	26.76	18278844	6	0	0	2013
3300057242_32	3300057242_32	Sea ice microbial communities from Arctic Ocean - MOSAiC HAVOC_15_ice_RG2a	3300057242	Eukaryota; Bacillariophyta; Bacillariophyceae; Bacillariales; Bacillariaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-17	67.52	0.57	15.65	19310438	7	0	0	2299
3300047386_32	3300047386_32	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_160302.NP1	3300047386	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	87	0.4	18.32	10360678	4	1	1	1273
3300047458_35	3300047458_35	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_141126.NP1	3300047458	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	68.2	0	20.83	9898750	2	0	0	1305
3300047458_9	3300047458_9	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_141126.NP1	3300047458	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	71.6	0	27.43	9008566	1	0	0	1313
3300048088_10	3300048088_10	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-285-CL2_56_7 rhizosphere	3300048088	Eukaryota; Mucoromycota; Mucoromycetes; Mucorales; Phycomycetaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	83.04	8.7	15.62	21969869	0	0	0	1940
3300048088_33	3300048088_33	Rhizosphere soil microbial communities from poplar common garden site in Clatskanie, Oregon, USA - BESC-285-CL2_56_7 rhizosphere	3300048088	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	58.65	0.38	27.7	18111882	30	0	0	1295
3300048106_11	3300048106_11	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_110309.NP1	3300048106	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	64.6	0	23.75	8165028	0	0	0	1335
3300048107_10	3300048107_10	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_110427.NP2	3300048107	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	58.8	0	14.24	7295805	0	0	1	1362
3300048111_33	3300048111_33	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_120208.NP1	3300048111	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	51.2	0	16.07	6423016	1	0	0	1264
3300048126_39	3300048126_39	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_140219.NP1	3300048126	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	61.2	0.2	25.05	7919439	0	0	0	1320
3300048130_20	3300048130_20	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_150401.NP1	3300048130	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	61.8	0	30.41	7839629	0	0	0	1324
3300048131_3	3300048131_3	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_151111.NP1	3300048131	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	62.4	0.4	27.53	7909962	0	0	0	1334
3300048509_14	3300048509_14	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_130403.NP2	3300048509	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	62	0	25.62	7388234	0	0	1	1325
3300048535_7	3300048535_7	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_131224.NP1	3300048535	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	62	0	36.8	7479925	2	1	0	1254
3300048536_42	3300048536_42	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_160413.NP1	3300048536	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	62.8	0.4	49.92	7420384	1	0	0	1264
3300048536_49	3300048536_49	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_160413.NP1	3300048536	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	63	0.2	24.91	8535766	1	0	0	1379
3300048551_30	3300048551_30	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_110112.NP1	3300048551	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae; Ostreococcus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	75.2	0	86.34	8843991	2	0	0	1209
3300048555_1	3300048555_1	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_200729.NP1	3300048555	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Mamiellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	51.4	0.8	18.36	9501071	2	0	0	1423
3300048556_6	3300048556_6	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_190731.NP1	3300048556	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	80.8	0	20.6	11778980	3	0	0	1133
3300048557_30	3300048557_30	Seawater microbial communities from Southern California Bight, CA, United States - Newport_SRmetag_200826.NP1	3300048557	Eukaryota; Chlorophyta; Mamiellophyceae; Mamiellales; Bathycoccaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	62.4	0	14.66	9085313	1	0	0	1366
3300048586_123	3300048586_123	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC1_2	3300048586	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	64.27	0.83	9.49	65736170	5	0	0	7814
3300048586_170	3300048586_170	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC1_2	3300048586	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	84.09	0	37.2	41921926	3	0	1	2532
3300048586_38	3300048586_38	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC1_2	3300048586	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	63.64	1.14	63.07	54521621	2	0	1	2002
3300048586_79	3300048586_79	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC1_2	3300048586	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	82.95	0	16.67	71427330	5	1	1	3984
3300048587_149	3300048587_149	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC3_2	3300048587	Eukaryota; Bacillariophyta; Bacillariophyceae; Bacillariales; Bacillariaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	61.25	2.56	10.88	22058975	8	0	1	3236
3300048587_68	3300048587_68	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC3_2	3300048587	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	72.73	0	25.28	40749214	3	0	0	3248
3300048587_71	3300048587_71	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC3_2	3300048587	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	82.27	2.77	11.21	83353796	5	0	1	6699
3300048833_147	3300048833_147	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC1_1	3300048833	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	90.58	3.32	17.82	87547069	4	0	2	3079
3300048833_168	3300048833_168	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC1_1	3300048833	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	77.27	4.55	25.4	68228799	2	0	1	2650
3300048833_40	3300048833_40	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC1_1	3300048833	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	82.95	0	41.67	42122783	3	0	0	2248
3300048833_91	3300048833_91	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC1_1	3300048833	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	80.68	4.55	19.55	74330679	5	1	1	3877
3300048848_20	3300048848_20	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD2	3300048848	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Pleosporaceae; Alternaria	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	89.1	2.26	20.06	28429409	38	0	1	1941
3300048848_66	3300048848_66	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD2	3300048848	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	99.62	0	26.03	29615275	46	1	0	280
3300048849_40	3300048849_40	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD3	3300048849	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Didymellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	65.41	0	28.57	19068181	27	1	1	2182
3300048849_58	3300048849_58	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD3	3300048849	Eukaryota; Ascomycota; Sordariomycetes	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	81.95	0.38	13.87	24113948	29	0	2	2387
3300048854_19	3300048854_19	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD8	3300048854	Eukaryota; Ascomycota; Sordariomycetes; Hypocreales; Hypocreaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	96.99	0.38	52.16	34194187	43	0	5	1403
3300048854_31	3300048854_31	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD8	3300048854	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Trichocomaceae; Talaromyces	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	75.19	5.26	33.71	33456167	45	1	0	3141
3300048854_4	3300048854_4	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD8	3300048854	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	85.71	3.01	14.62	26350960	32	0	3	2199
3300048855_15	3300048855_15	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD10	3300048855	Eukaryota; Ascomycota; Dothideomycetes; Dothideales; Saccotheciaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	78.57	8.27	10.85	21243657	51	0	0	2427
3300048855_2	3300048855_2	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD10	3300048855	Eukaryota; Ascomycota; Dothideomycetes; Pleosporales; Pleosporaceae; Alternaria	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	88.72	0	26.02	28198790	32	0	1	1524
3300048855_24	3300048855_24	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD10	3300048855	Eukaryota; Ascomycota; Eurotiomycetes; Chaetothyriales; Herpotrichiellaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	98.87	1.13	33.27	35254380	17	2	0	1011
3300048855_29	3300048855_29	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD10	3300048855	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae; Aspergillus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	98.12	0	84.97	38165736	36	1	0	265
3300048855_58	3300048855_58	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD10	3300048855	Eukaryota; Ascomycota; Dothideomycetes; Venturiales; Sympoventuriaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	98.12	1.5	30.4	30938451	14	0	0	894
3300048857_24	3300048857_24	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD12	3300048857	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae; Aspergillus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	99.25	0	159.44	29878194	33	0	3	512
3300048864_2	3300048864_2	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD19	3300048864	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae; Aspergillus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	100	0.38	1391.75	30949987	39	1	1	245
3300048868_1	3300048868_1	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD23	3300048868	Eukaryota; Ascomycota; Sordariomycetes; Sordariales; Chaetomiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	99.62	0	32.52	32113350	36	0	0	615
3300048868_6	3300048868_6	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD23	3300048868	Eukaryota; Ascomycota; Eurotiomycetes; Eurotiales; Aspergillaceae; Aspergillus	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	99.25	0	649.89	27218469	30	0	1	700
3300048868_8	3300048868_8	Soil microbial communities from microcosm experiment in Pacific Northwest National Lab, Richland, Washington, USA - TD23	3300048868	Eukaryota; Ascomycota; Sordariomycetes; Sordariales; Chaetomiaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	95.11	0.38	14.62	28303799	31	0	0	1424
3300048930_100	3300048930_100	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC3_1	3300048930	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	77.27	1.14	17.52	69977058	2	0	1	3641
3300048930_131	3300048930_131	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC3_1	3300048930	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	86.36	0	60.96	75316029	5	1	1	2544
3300048930_90	3300048930_90	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC3_1	3300048930	Eukaryota; Bacillariophyta; Bacillariophyceae; Bacillariales; Bacillariaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	71.23	3.7	13.05	27712745	4	1	1	3108
3300048930_94	3300048930_94	Sediment microbial communities from brackish wetlands in San Jose, California, USA - ROC3_1	3300048930	Eukaryota; Chlorophyta; Chlorophyceae; Sphaeropleales; Scenedesmaceae	EukCC version 2.1.2, eukcc2_db_ver_1.2	IMG_PIPELINE	2022-11-07	73.86	0	29.92	41524909	3	0	1	2694
